,location,FIPS,2021-11-28,2021-11-27,2021-11-26,2021-11-25,2021-11-24,2021-11-23,2021-11-22,2021-11-21,2021-11-20,2021-11-19,2021-11-18,2021-11-17,2021-11-16,2021-11-15,2021-11-14,2021-11-13,2021-11-12,2021-11-11,2021-11-10,2021-11-09,2021-11-08,2021-11-07,2021-11-06,2021-11-05,2021-11-04,2021-11-03,2021-11-02,2021-11-01,2021-10-31,2021-10-30,2021-10-29,2021-10-28,2021-10-27,2021-10-26,2021-10-25,2021-10-24,2021-10-23,2021-10-22,2021-10-21,2021-10-20,2021-10-19,2021-10-18,2021-10-17,2021-10-16,2021-10-15,2021-10-14,2021-10-13,2021-10-12,2021-10-11,2021-10-10,2021-10-09,2021-10-08,2021-10-07,2021-10-06,2021-10-05,2021-10-04,2021-10-03,2021-10-02,2021-10-01,2021-09-30,2021-09-29,2021-09-28,2021-09-27,2021-09-26,2021-09-25,2021-09-24,2021-09-23,2021-09-22,2021-09-21,2021-09-20,2021-09-19,2021-09-18,2021-09-17,2021-09-16,2021-09-15,2021-09-14,2021-09-13,2021-09-12,2021-09-11,2021-09-10,2021-09-09,2021-09-08,2021-09-07,2021-09-06,2021-09-05,2021-09-04,2021-09-03,2021-09-02,2021-09-01,2021-08-31,2021-08-30,2021-08-29,2021-08-28,2021-08-27,2021-08-26,2021-08-25,2021-08-24,2021-08-23,2021-08-22,2021-08-21,2021-08-20,2021-08-19,2021-08-18,2021-08-17,2021-08-16,2021-08-15,2021-08-14,2021-08-13,2021-08-12,2021-08-11,2021-08-10,2021-08-09,2021-08-08,2021-08-07,2021-08-06,2021-08-05,2021-08-04,2021-08-03,2021-08-02,2021-08-01,2021-07-31,2021-07-30,2021-07-29,2021-07-28,2021-07-27,2021-07-26,2021-07-25
260,laurens county,13175,39.961,39.961,39.961,48.373999999999995,48.373999999999995,56.787,71.51,69.406,69.406,69.406,84.12899999999999,84.12899999999999,75.71600000000001,79.923,46.271,46.271,46.271,25.239,27.342,37.858000000000004,35.755,63.097,63.097,63.097,77.819,90.439,100.955,86.23200000000001,84.12899999999999,84.12899999999999,84.12899999999999,82.02600000000001,88.336,86.23200000000001,98.852,119.884,119.884,119.884,111.471,100.955,90.439,145.123,98.852,98.852,98.852,143.019,178.774,178.774,132.503,182.981,182.981,182.981,176.671,170.361,218.736,235.56099999999998,252.387,252.387,252.387,254.49,281.832,265.007,275.52299999999997,349.13599999999997,349.13599999999997,349.13599999999997,399.61300000000006,429.05800000000005,462.71,508.981,603.626,603.626,603.626,628.865,685.6519999999999,736.1289999999999,1198.839,963.278,963.278,963.278,952.762,927.523,956.9680000000001,744.5419999999999,984.31,984.31,984.31,1011.6519999999999,1085.265,1026.374,847.6,967.4839999999999,967.4839999999999,967.4839999999999,956.9680000000001,841.291,910.697,887.562,771.8839999999999,771.8839999999999,771.8839999999999,748.7489999999999,799.2260000000001,723.51,763.471,734.0260000000001,734.0260000000001,734.0260000000001,710.8910000000001,656.207,633.071,603.626,458.50300000000004,458.50300000000004,458.50300000000004,422.74800000000005,401.716,389.097,309.17400000000004,321.79400000000004,321.79400000000004,321.79400000000004,288.142,267.11,241.87099999999998,206.11599999999999,166.155
261,lee county,13177,40.010999999999996,40.010999999999996,40.010999999999996,46.678999999999995,56.681999999999995,56.681999999999995,60.016000000000005,70.01899999999999,70.01899999999999,70.01899999999999,90.024,80.021,70.01899999999999,90.024,63.35,63.35,63.35,76.687,90.024,116.698,90.024,133.369,133.369,133.369,103.361,96.69200000000001,76.687,76.687,60.016000000000005,60.016000000000005,60.016000000000005,83.35600000000001,120.03200000000001,133.369,146.70600000000002,173.38,173.38,173.38,166.71099999999998,136.703,123.366,163.377,110.029,110.029,110.029,106.695,143.372,146.70600000000002,113.36399999999999,156.708,156.708,156.708,170.045,140.037,163.377,156.708,210.05599999999998,210.05599999999998,210.05599999999998,223.393,246.732,263.404,273.406,246.732,246.732,246.732,226.727,223.393,250.067,313.41700000000003,370.099,370.099,370.099,440.11699999999996,493.465,580.155,783.5419999999999,656.842,656.842,656.842,680.181,693.518,720.192,716.8580000000001,1156.975,1156.975,1156.975,1200.32,1300.347,1230.328,1133.636,990.2639999999999,990.2639999999999,990.2639999999999,1016.938,923.58,853.561,736.863,586.823,586.823,586.823,490.131,510.13599999999997,556.815,570.1519999999999,550.1469999999999,550.1469999999999,550.1469999999999,533.476,486.796,470.125,500.13300000000004,493.465,493.465,493.465,486.796,523.4730000000001,473.46,386.77,310.08299999999997,310.08299999999997,310.08299999999997,276.74,180.048,190.051,160.043,146.70600000000002
262,liberty county,13179,17.905,17.905,17.905,19.533,22.788,22.788,21.160999999999998,29.299,29.299,29.299,42.321000000000005,39.066,30.927,47.20399999999999,35.81,35.81,35.81,32.555,73.248,73.248,61.854,84.64200000000001,84.64200000000001,84.64200000000001,79.759,40.693000000000005,50.46,55.343,39.066,39.066,39.066,42.321000000000005,48.832,45.577,35.81,45.577,45.577,45.577,43.949,47.20399999999999,56.971000000000004,161.14600000000002,144.869,144.869,144.869,169.285,193.701,245.78799999999998,221.372,315.781,315.781,315.781,330.431,362.985,395.54,336.941,284.85400000000004,284.85400000000004,284.85400000000004,258.81,219.74400000000003,139.985,130.219,146.496,146.496,146.496,146.496,157.89,190.445,208.35,262.066,262.066,262.066,299.504,317.409,289.737,542.036,429.722,429.722,429.722,527.387,540.409,602.263,415.07300000000004,935.949,935.949,935.949,1222.43,1235.452,1237.08,1211.036,1014.08,1014.08,1014.08,685.2769999999999,670.627,618.54,607.146,512.737,512.737,512.737,468.788,446.0,441.11699999999996,419.95599999999996,349.963,349.963,349.963,345.08,345.08,362.985,449.255,397.168,397.168,397.168,389.029,400.423,406.934,319.036,291.365,291.365,291.365,266.949,227.88299999999998,183.93400000000003,161.14600000000002,107.431
263,lowndes county,13185,18.738,18.738,18.738,23.849,29.811,55.363,65.584,61.326,61.326,61.326,78.361,72.398,60.474,75.805,66.436,66.436,66.436,59.622,69.843,74.954,55.363,76.657,76.657,76.657,75.805,76.657,83.471,84.323,68.991,68.991,68.991,58.77,56.215,35.773,44.291000000000004,70.695,70.695,70.695,74.954,81.768,88.58200000000001,117.541,85.175,85.175,85.175,101.35799999999999,131.16899999999998,124.355,117.541,141.39,141.39,141.39,137.131,130.317,159.276,159.276,203.567,203.567,203.567,219.75,223.157,218.047,227.416,231.675,231.675,231.675,258.931,262.33799999999997,287.89,505.085,490.605,490.605,490.605,499.974,514.4540000000001,512.751,534.044,476.126,476.126,476.126,533.193,576.632,650.7330000000001,537.451,778.495,778.495,778.495,823.638,873.8910000000001,895.184,955.658,1015.28,1015.28,1015.28,985.4689999999999,981.211,1032.315,1010.17,971.841,971.841,971.841,978.655,946.289,912.2189999999999,882.408,886.6669999999999,886.6669999999999,886.6669999999999,860.263,893.4810000000001,838.117,904.553,742.722,742.722,742.722,692.4689999999999,862.818,801.492,603.036,551.0790000000001,551.0790000000001,551.0790000000001,492.309,194.19799999999998,164.387,131.16899999999998,94.544
264,murray county,13213,44.891999999999996,44.891999999999996,44.891999999999996,64.844,74.82,67.33800000000001,62.35,109.73700000000001,109.73700000000001,109.73700000000001,152.135,142.159,154.629,189.545,139.665,139.665,139.665,94.773,112.23100000000001,97.26700000000001,69.832,89.785,89.785,89.785,102.255,107.243,112.23100000000001,117.219,157.123,157.123,157.123,154.629,179.56900000000002,204.50900000000001,199.521,207.003,207.003,207.003,229.449,244.41299999999998,244.41299999999998,331.704,264.366,264.366,264.366,281.824,306.764,326.716,284.318,443.935,443.935,443.935,498.80300000000005,526.237,558.659,556.165,576.117,576.117,576.117,571.129,558.659,548.683,593.575,616.0219999999999,616.0219999999999,616.0219999999999,638.4680000000001,616.0219999999999,581.105,543.695,573.623,573.623,573.623,511.273,558.659,576.117,830.507,598.563,598.563,598.563,660.914,648.444,735.7339999999999,533.719,725.758,725.758,725.758,663.408,638.4680000000001,593.575,561.153,548.683,548.683,548.683,536.2130000000001,528.731,448.923,451.417,446.42900000000003,446.42900000000003,446.42900000000003,426.476,433.959,463.88699999999994,471.369,448.923,448.923,448.923,423.98199999999997,421.48800000000006,421.48800000000006,386.57199999999995,274.342,274.342,274.342,281.824,236.93099999999998,241.919,207.003,194.533,194.533,194.533,221.967,184.55700000000002,119.713,104.749,87.29
265,muscogee county,13215,45.461999999999996,45.461999999999996,45.461999999999996,56.18899999999999,65.383,66.405,71.513,62.82899999999999,62.82899999999999,62.82899999999999,64.872,55.678000000000004,50.57,59.254,40.354,40.354,40.354,35.756,42.908,51.591,46.994,62.318000000000005,62.318000000000005,62.318000000000005,58.232,58.743,99.60700000000001,97.053,107.78,107.78,107.78,113.399,126.68,103.18299999999999,108.802,114.931,114.931,114.931,113.399,104.715,86.837,151.19899999999998,119.01799999999999,119.01799999999999,119.01799999999999,137.407,149.155,137.407,66.405,117.485,117.485,117.485,120.039,125.147,148.645,173.674,196.66,196.66,196.66,189.50900000000001,191.55200000000002,210.963,193.59599999999998,248.252,248.252,248.252,265.619,284.519,278.9,341.72900000000004,329.981,329.981,329.981,336.621,333.556,351.945,437.76099999999997,320.786,320.786,320.786,368.291,360.11800000000005,343.26199999999994,249.78400000000002,398.42900000000003,398.42900000000003,398.42900000000003,356.543,376.464,409.666,387.702,397.407,397.407,397.407,389.745,390.256,365.73699999999997,368.291,382.594,382.594,382.594,402.004,393.832,389.745,402.004,346.837,346.837,346.837,336.11,319.765,311.592,323.34,239.05700000000002,239.05700000000002,239.05700000000002,216.582,210.963,203.301,157.839,173.16299999999998,173.16299999999998,173.16299999999998,160.904,147.623,131.27700000000002,109.823,86.837
266,newton county,13217,63.538000000000004,63.538000000000004,63.538000000000004,77.857,85.016,76.067,68.013,53.693999999999996,53.693999999999996,53.693999999999996,60.853,53.693999999999996,63.538000000000004,100.229,76.962,76.962,76.962,66.223,83.226,81.436,51.903999999999996,81.436,81.436,81.436,78.751,80.541,76.962,81.436,78.751,78.751,78.751,89.49,70.697,74.277,68.907,85.016,85.016,85.016,93.965,109.178,109.178,170.926,127.971,127.971,127.971,139.605,166.452,177.19099999999997,123.49700000000001,208.512,208.512,208.512,206.72299999999998,203.143,221.041,238.044,234.46400000000003,234.46400000000003,234.46400000000003,235.359,228.2,221.93599999999998,227.305,272.945,272.945,272.945,280.105,288.159,297.108,322.165,313.216,313.216,313.216,332.904,380.334,414.34,537.836,419.709,419.709,419.709,474.298,421.499,393.75699999999995,288.159,472.509,472.509,472.509,436.712,479.668,511.884,519.938,524.413,524.413,524.413,523.518,533.362,519.938,519.938,533.362,533.362,533.362,533.362,499.356,489.51199999999994,472.509,407.181,407.181,407.181,384.80800000000005,383.01800000000003,368.7,400.916,309.63599999999997,309.63599999999997,309.63599999999997,280.105,255.942,239.834,160.188,155.713,155.713,155.713,151.239,139.605,135.13,127.07600000000001,131.55100000000002
267,oconee county,13219,71.99600000000001,71.99600000000001,71.99600000000001,94.34,126.61399999999999,109.235,104.27,134.062,134.062,134.062,136.54399999999998,104.27,94.34,116.68299999999999,71.99600000000001,71.99600000000001,71.99600000000001,71.99600000000001,86.89200000000001,101.787,104.27,146.475,146.475,146.475,134.062,131.579,106.75299999999999,76.961,69.513,69.513,69.513,69.513,64.548,84.40899999999999,99.305,139.02700000000002,139.02700000000002,139.02700000000002,139.02700000000002,151.44,166.33599999999998,220.953,146.475,146.475,146.475,168.81799999999998,206.058,181.231,126.61399999999999,188.679,188.679,188.679,186.197,166.33599999999998,193.644,203.575,206.058,206.058,206.058,211.023,220.953,245.78,238.332,335.154,335.154,335.154,312.81,292.949,268.123,369.911,327.70599999999996,327.70599999999996,327.70599999999996,369.911,489.07599999999996,526.316,553.625,434.459,434.459,434.459,553.625,446.87199999999996,404.667,322.741,496.524,496.524,496.524,409.63300000000004,414.598,513.903,521.351,526.316,526.316,526.316,511.42,523.8330000000001,479.14599999999996,471.69800000000004,417.08,417.08,417.08,377.358,364.945,342.602,332.671,312.81,312.81,312.81,292.949,292.949,248.262,245.78,161.37,161.37,161.37,176.266,168.81799999999998,176.266,146.475,168.81799999999998,168.81799999999998,168.81799999999998,148.957,129.096,114.20100000000001,96.822,62.066
268,paulding county,13223,61.067,61.067,61.067,74.111,89.52600000000001,97.82600000000001,93.083,91.897,91.897,91.897,112.648,97.23299999999999,82.411,93.676,71.146,71.146,71.146,46.838,58.696000000000005,61.66,44.466,71.146,71.146,71.146,71.73899999999999,69.96,72.332,69.367,74.111,74.111,74.111,81.818,89.52600000000001,89.52600000000001,93.083,97.82600000000001,97.82600000000001,97.82600000000001,97.23299999999999,95.454,100.79,173.715,137.549,137.549,137.549,188.537,273.32,256.719,182.608,229.446,229.446,229.446,184.387,114.427,129.842,164.822,191.502,191.502,191.502,200.988,198.023,213.438,196.245,215.81,215.81,215.81,240.71099999999998,265.612,295.256,336.75800000000004,417.39,417.39,417.39,451.778,464.228,492.094,754.1489999999999,580.434,580.434,580.434,637.351,645.058,653.3580000000001,423.319,615.414,615.414,615.414,565.612,597.034,611.856,598.22,591.698,591.698,591.698,596.442,583.991,551.975,527.0740000000001,512.252,512.252,512.252,470.157,425.098,389.525,378.853,295.256,295.256,295.256,281.027,263.241,246.64,257.905,211.66,211.66,211.66,187.351,198.61599999999999,195.05900000000003,171.34400000000002,186.166,186.166,186.166,177.27200000000002,152.371,144.664,118.57700000000001,90.711
269,peach county,13225,47.193999999999996,47.193999999999996,47.193999999999996,54.45399999999999,87.12700000000001,90.757,83.49700000000001,123.43,123.43,123.43,181.515,148.842,156.10299999999998,170.62400000000002,112.539,112.539,112.539,58.085,87.12700000000001,116.169,90.757,127.06,127.06,127.06,127.06,108.90899999999999,58.085,72.60600000000001,61.715,61.715,61.715,61.715,61.715,163.363,166.993,170.62400000000002,170.62400000000002,170.62400000000002,174.25400000000002,170.62400000000002,68.976,116.169,87.12700000000001,87.12700000000001,87.12700000000001,76.236,94.38799999999999,101.648,43.563,68.976,68.976,68.976,83.49700000000001,76.236,90.757,98.01799999999999,119.8,119.8,119.8,112.539,145.21200000000002,170.62400000000002,210.55700000000002,221.44799999999998,221.44799999999998,221.44799999999998,257.751,272.272,279.532,261.381,366.659,366.659,366.659,384.811,373.92,424.744,722.428,559.065,559.065,559.065,588.107,595.368,598.998,402.962,646.192,646.192,646.192,638.931,722.428,755.1010000000001,831.337,882.1610000000001,882.1610000000001,882.1610000000001,954.7669999999999,936.615,885.791,751.47,638.931,638.931,638.931,584.477,493.72,471.93800000000005,453.786,406.593,406.593,406.593,373.92,381.181,377.55,370.29,312.205,312.205,312.205,290.423,304.944,272.272,261.381,228.708,228.708,228.708,206.92700000000002,166.993,152.472,123.43,101.648
270,pickens county,13227,46.025,46.025,46.025,61.367,82.845,82.845,101.255,125.802,125.802,125.802,138.075,116.59700000000001,98.18700000000001,88.98200000000001,52.162,52.162,52.162,42.957,64.435,101.255,88.98200000000001,125.802,125.802,125.802,113.52799999999999,110.46,101.255,122.73299999999999,104.323,104.323,104.323,116.59700000000001,128.87,116.59700000000001,98.18700000000001,104.323,104.323,104.323,98.18700000000001,95.118,79.777,187.168,162.622,162.622,162.622,193.305,254.672,266.945,177.963,288.423,288.423,288.423,270.013,251.60299999999998,309.902,334.44800000000004,352.858,352.858,352.858,435.70300000000003,417.293,490.93300000000005,527.753,696.5110000000001,696.5110000000001,696.5110000000001,702.648,803.903,711.8530000000001,733.331,690.375,690.375,690.375,671.965,635.145,764.015,895.953,641.281,641.281,641.281,776.288,840.7230000000001,724.1260000000001,567.641,733.331,733.331,733.331,625.94,540.026,558.436,589.12,589.12,589.12,589.12,549.231,564.573,601.393,616.735,592.188,592.188,592.188,570.71,527.753,579.915,481.728,447.976,447.976,447.976,478.66,555.368,441.84,478.66,398.88300000000004,398.88300000000004,398.88300000000004,328.31199999999995,214.783,190.237,153.417,217.852,217.852,217.852,202.51,193.305,187.168,156.485,79.777
271,polk county,13233,72.748,72.748,72.748,100.90799999999999,112.64200000000001,105.602,93.868,107.948,107.948,107.948,124.375,112.64200000000001,112.64200000000001,152.536,107.948,107.948,107.948,70.40100000000001,89.175,79.788,46.934,77.441,77.441,77.441,89.175,84.48100000000001,93.868,82.135,91.521,91.521,91.521,79.788,89.175,93.868,100.90799999999999,103.255,103.255,103.255,114.988,98.561,98.561,194.77599999999998,152.536,152.536,152.536,154.882,220.59,197.123,110.295,187.736,187.736,187.736,211.203,166.61599999999999,201.81599999999997,220.59,286.298,286.298,286.298,307.418,316.805,352.005,410.673,438.833,438.833,438.833,457.60699999999997,537.395,600.756,607.7959999999999,765.025,765.025,765.025,851.8530000000001,842.466,854.199,1217.938,889.4,889.4,889.4,952.7610000000001,992.655,1013.775,671.1569999999999,1194.471,1194.471,1194.471,1088.87,1039.589,1016.122,1067.749,795.5319999999999,795.5319999999999,795.5319999999999,755.638,790.8380000000001,776.758,647.69,600.756,600.756,600.756,567.9019999999999,485.767,495.154,509.23400000000004,420.06,420.06,420.06,415.366,408.32599999999996,319.151,305.07099999999997,229.977,229.977,229.977,213.55,213.55,180.696,157.22899999999998,157.22899999999998,157.22899999999998,157.22899999999998,129.069,105.602,122.02799999999999,112.64200000000001,103.255
272,richmond county,13245,48.885,48.885,48.885,58.266000000000005,73.08,80.487,79.993,68.63600000000001,68.63600000000001,68.63600000000001,79.499,64.686,59.748000000000005,76.536,59.254,59.254,59.254,49.378,60.735,58.76,35.552,67.155,67.155,67.155,68.63600000000001,70.117,77.524,81.47399999999999,73.08,73.08,73.08,73.08,71.59899999999999,82.956,88.387,94.31299999999999,94.31299999999999,94.31299999999999,100.73200000000001,110.11399999999999,106.65700000000001,167.393,138.259,138.259,138.259,141.222,182.7,167.886,127.89,184.18099999999998,184.18099999999998,184.18099999999998,200.476,180.725,223.68400000000003,227.63400000000001,282.444,282.444,282.444,300.714,313.552,328.366,332.81,358.48699999999997,358.48699999999997,358.48699999999997,370.83099999999996,385.645,399.471,412.80300000000005,458.725,458.725,458.725,545.631,561.925,590.071,848.813,666.1139999999999,666.1139999999999,666.1139999999999,643.893,664.1389999999999,664.1389999999999,420.70300000000003,688.334,688.334,688.334,651.794,663.1510000000001,642.4119999999999,655.7439999999999,567.357,567.357,567.357,557.481,515.016,496.25199999999995,457.73699999999997,395.52,395.52,395.52,366.881,356.51199999999994,352.06699999999995,368.36199999999997,336.76,336.76,336.76,343.673,326.39099999999996,310.096,324.909,271.087,271.087,271.087,241.46,230.10299999999998,232.572,178.25599999999997,194.551,194.551,194.551,181.218,158.504,123.446,109.62,76.536
273,rockdale county,13247,68.21,68.21,68.21,85.81200000000001,92.413,84.712,88.01299999999999,66.01,66.01,66.01,73.711,67.11,62.708999999999996,88.01299999999999,67.11,67.11,67.11,59.409,63.809,74.811,58.308,79.211,79.211,79.211,73.711,86.913,82.512,67.11,75.911,75.911,75.911,74.811,67.11,64.90899999999999,74.811,74.811,74.811,74.811,80.312,82.512,82.512,144.121,114.416,114.416,114.416,125.41799999999999,163.924,161.72299999999998,105.615,180.426,180.426,180.426,193.628,184.827,210.13,210.13,214.53099999999998,214.53099999999998,214.53099999999998,212.331,211.23,200.229,222.232,269.539,269.539,269.539,278.34,271.73900000000003,272.839,298.143,305.844,305.844,305.844,335.548,376.254,410.35900000000004,520.375,386.156,386.156,386.156,399.358,363.05199999999996,364.152,238.734,374.05400000000003,374.05400000000003,374.05400000000003,353.151,383.955,426.861,429.06199999999995,430.162,430.162,430.162,409.259,388.356,328.94699999999995,350.95099999999996,361.952,361.952,361.952,364.152,356.45099999999996,361.952,333.348,287.14099999999996,287.14099999999996,287.14099999999996,290.442,305.844,299.243,344.35,297.043,297.043,297.043,278.34,276.14,275.04,203.52900000000002,215.63099999999997,215.63099999999997,215.63099999999997,204.62900000000002,171.625,151.822,148.52100000000002,130.91899999999998
274,spalding county,13255,68.962,68.962,68.962,74.959,85.45299999999999,71.961,62.966,55.47,55.47,55.47,74.959,64.465,88.45200000000001,140.923,115.43700000000001,115.43700000000001,115.43700000000001,92.949,106.44200000000001,100.445,47.974,71.961,71.961,71.961,76.458,88.45200000000001,79.457,77.958,86.95299999999999,86.95299999999999,86.95299999999999,100.445,86.95299999999999,97.447,101.944,104.943,104.943,104.943,103.444,104.943,94.449,151.417,115.43700000000001,115.43700000000001,115.43700000000001,130.429,164.91,161.912,110.94,187.398,187.398,187.398,184.399,160.41299999999998,179.90200000000002,205.388,226.377,226.377,226.377,232.373,262.357,287.843,284.845,359.80400000000003,359.80400000000003,359.80400000000003,422.77,421.27,446.75699999999995,497.72900000000004,592.177,592.177,592.177,569.69,617.663,650.645,920.498,653.644,653.644,653.644,715.11,731.6010000000001,739.097,500.727,836.544,836.544,836.544,1013.448,1011.948,966.9730000000001,921.998,817.055,817.055,817.055,593.6759999999999,571.189,580.184,563.693,454.25199999999995,454.25199999999995,454.25199999999995,458.75,442.259,425.76800000000003,488.73400000000004,497.72900000000004,497.72900000000004,497.72900000000004,475.241,448.256,430.26599999999996,392.786,335.81699999999995,335.81699999999995,335.81699999999995,307.332,287.843,302.835,284.845,275.85,275.85,275.85,262.357,256.36,217.382,158.91299999999998,113.93799999999999
275,sumter county,13261,40.645,40.645,40.645,54.193000000000005,71.12899999999999,84.677,81.29,81.29,81.29,81.29,128.709,111.773,108.38600000000001,152.418,135.483,135.483,135.483,111.773,155.805,165.967,138.87,203.225,203.225,203.225,182.90200000000002,152.418,138.87,135.483,101.61200000000001,101.61200000000001,101.61200000000001,84.677,77.903,94.838,104.999,111.773,111.773,111.773,115.161,138.87,125.322,115.161,77.903,77.903,77.903,88.064,94.838,84.677,81.29,149.031,149.031,149.031,206.612,230.321,281.127,301.45,338.707,338.707,338.707,331.93300000000005,342.095,348.869,345.48199999999997,342.095,342.095,342.095,338.707,328.546,352.256,372.57800000000003,467.416,467.416,467.416,541.932,585.964,575.803,690.9630000000001,494.51300000000003,494.51300000000003,494.51300000000003,430.159,359.03,352.256,311.611,494.51300000000003,494.51300000000003,494.51300000000003,541.932,640.1569999999999,680.802,734.995,765.4789999999999,765.4789999999999,765.4789999999999,751.931,707.8989999999999,653.705,548.706,548.706,548.706,548.706,599.512,606.286,650.318,674.028,640.1569999999999,640.1569999999999,640.1569999999999,521.61,524.997,480.965,450.481,321.772,321.772,321.772,325.159,284.514,237.095,196.45,176.128,176.128,176.128,159.19299999999998,118.54799999999999,108.38600000000001,74.516,57.58
