1,64,15,191.80447,0.11772,191.80447,0.11772
1,64,16,190.61389,0.11444,191.20918,0.11608
1,64,17,191.26218,0.10991,191.22685,0.11402
1,64,18,194.39780,0.11482,192.01959,0.11422
1,64,19,178.74765,0.10672,189.36520,0.11272
1,64,20,162.30040,0.10248,184.85442,0.11101
1,64,21,206.49829,0.11379,187.94640,0.11141
1,64,22,206.92213,0.10833,190.31836,0.11103
1,64,23,182.67865,0.10184,189.46951,0.11001
1,64,24,217.96980,0.10784,192.31955,0.10979
1,64,25,178.29576,0.10115,191.04466,0.10900
1,64,26,170.52441,0.09917,189.33464,0.10818
1,64,27,159.81223,0.09997,187.06369,0.10755
1,64,28,167.95583,0.09865,185.69884,0.10692
1,64,29,177.12581,0.09813,185.12729,0.10633
1,64,30,189.38818,0.09476,185.39359,0.10561
1,64,31,180.03416,0.10216,185.07832,0.10540
1,64,32,198.02475,0.10017,185.79756,0.10511
1,64,33,189.85080,0.10316,186.01089,0.10501
1,64,34,165.40216,0.09440,184.98045,0.10448
1,64,35,351.57068,0.16816,192.91331,0.10751
1,64,36,192.10568,0.11072,192.87660,0.10766
1,64,37,216.57602,0.11890,193.90701,0.10815
1,64,38,240.07593,0.13062,195.83073,0.10908
1,64,39,230.21431,0.11784,197.20607,0.10943
1,64,40,226.40506,0.12395,198.32912,0.10999
1,64,41,194.14026,0.10009,198.17397,0.10962
1,64,42,393.08185,0.15401,205.13498,0.11121
1,64,43,214.38654,0.09761,205.45399,0.11074
1,64,44,225.01099,0.10161,206.10590,0.11044
1,64,45,202.39639,0.09300,205.98624,0.10987
1,64,46,208.18956,0.11420,206.05508,0.11001
1,64,47,189.49428,0.10385,205.55324,0.10982
1,64,48,210.27658,0.11302,205.69215,0.10992
1,64,49,210.27745,0.10829,205.82317,0.10987
1,64,50,275.18610,0.12777,207.74991,0.11037
1,64,51,237.75267,0.12606,208.56079,0.11079
1,64,52,247.87706,0.14201,209.59541,0.11161
1,64,53,224.37677,0.13783,209.97444,0.11229
1,64,54,167.28026,0.11644,208.90707,0.11239
1,64,55,134.24928,0.09625,207.08615,0.11200
1,64,56,124.93228,0.10273,205.13011,0.11177
1,64,57,124.33974,0.10130,203.25127,0.11153
1,64,58,152.40686,0.10749,202.09572,0.11144
1,64,59,132.10504,0.10999,200.54039,0.11141
1,64,60,142.54185,0.11674,199.27956,0.11152
1,64,61,143.12956,0.10991,198.08488,0.11149
1,64,62,126.57334,0.11229,196.59502,0.11151
1,64,63,131.86311,0.10263,195.27396,0.11132
1,64,64,126.80164,0.10638,193.90451,0.11123
1,64,65,121.70121,0.11520,192.48875,0.11130
1,64,66,121.40454,0.12338,191.12175,0.11154
1,64,67,121.71770,0.12186,189.81224,0.11173
1,64,68,119.84595,0.12577,188.51657,0.11199
1,64,69,104.25821,0.11247,186.98459,0.11200
1,64,70,129.56673,0.14548,185.95930,0.11260
1,64,71,100.05425,0.10757,184.45219,0.11251
1,64,72,106.35307,0.10776,183.10567,0.11243
1,64,73,111.47812,0.12595,181.89165,0.11266
1,64,74,136.31314,0.14538,181.13202,0.11320
1,64,75,115.62621,0.12383,180.05815,0.11338
1,64,76,121.36718,0.12128,179.11151,0.11350
1,64,77,132.92267,0.12097,178.37836,0.11362
1,64,78,100.35962,0.11605,177.15930,0.11366
1,64,79,107.79944,0.12697,176.09224,0.11386
1,64,80,119.31044,0.15156,175.23190,0.11444
1,64,81,130.95937,0.14690,174.57112,0.11492
1,64,82,140.73157,0.16098,174.07347,0.11560
1,64,83,94.43372,0.12455,172.91927,0.11573
1,64,84,99.46834,0.13501,171.86998,0.11600
1,64,85,77.87701,0.10215,170.54613,0.11581
1,64,86,108.44519,0.12768,169.68361,0.11597
1,64,87,96.82542,0.11882,168.68555,0.11601
1,64,88,140.37570,0.16661,168.30298,0.11670
1,64,89,122.60262,0.11810,167.69365,0.11671
1,64,90,121.05845,0.14036,167.08003,0.11703
1,64,91,99.89370,0.10431,166.20747,0.11686
1,64,92,105.89288,0.13596,165.43420,0.11711
1,64,93,96.48556,0.12325,164.56143,0.11718
1,64,94,118.38866,0.16045,163.98428,0.11772
1,64,95,125.43094,0.14303,163.50832,0.11804
1,64,96,115.85566,0.15721,162.92719,0.11851
1,64,97,98.57607,0.12825,162.15187,0.11863
1,64,98,104.89452,0.14988,161.47025,0.11900
1,64,99,84.21864,0.11281,160.56140,0.11893
