181,0,1
181,228,1
0,181,1
0,228,1
0,718,1
0,1220,1
228,0,1
228,181,1
228,915,1
228,1186,1
228,1220,1
718,0,1
718,60,1
718,581,1
718,436,1
718,990,1
718,1216,1
718,1469,1
718,1220,1
1220,0,1
1220,60,1
1220,228,1
1220,505,1
1220,751,1
1220,915,1
1220,718,1
1220,1363,1
96,45,1
96,820,1
96,1110,1
45,96,1
45,138,1
45,820,1
45,857,1
45,1347,1
138,45,1
138,467,1
138,857,1
138,1064,1
138,1347,1
138,1504,1
820,45,1
820,96,1
820,286,1
820,1110,1
820,1347,1
857,45,1
857,138,1
857,1064,1
857,1284,1
857,1347,1
1347,45,1
1347,138,1
1347,286,1
1347,820,1
1347,857,1
1347,1504,1
581,60,1
581,718,1
581,1284,1
60,581,1
60,718,1
60,751,1
60,1064,1
60,1220,1
60,1284,1
751,60,1
751,303,1
751,436,1
751,467,1
751,505,1
751,1064,1
751,1220,1
1064,60,1
1064,138,1
1064,467,1
1064,751,1
1064,857,1
1064,1284,1
1284,60,1
1284,581,1
1284,857,1
1284,1064,1
1110,96,1
1110,286,1
1110,820,1
1110,1417,1
467,138,1
467,751,1
467,1064,1
1504,138,1
1504,286,1
1504,810,1
1504,1216,1
1504,1347,1
166,641,1
166,873,1
166,1180,1
641,166,1
641,829,1
641,873,1
641,1180,1
641,1360,1
873,166,1
873,641,1
873,836,1
873,1137,1
873,1360,1
1180,166,1
1180,641,1
175,621,1
175,836,1
175,1137,1
621,175,1
621,1137,1
621,1363,1
621,1444,1
621,179,1
836,175,1
836,873,1
836,1137,1
1137,175,1
1137,621,1
1137,836,1
1137,873,1
1137,996,1
1137,1444,1
915,228,1
915,1186,1
915,1220,1
915,1363,1
1186,228,1
1186,915,1
286,810,1
286,820,1
286,1110,1
286,1347,1
286,1417,1
286,1504,1
810,286,1
810,990,1
810,1216,1
810,1504,1
1417,286,1
1417,1110,1
367,303,1
367,505,1
367,653,1
367,996,1
303,367,1
303,436,1
303,653,1
303,505,1
303,751,1
303,1469,1
436,303,1
436,693,1
436,751,1
436,1216,1
436,1469,1
436,718,1
653,303,1
653,367,1
653,996,1
653,1469,1
505,303,1
505,367,1
505,751,1
505,996,1
505,1220,1
505,1363,1
505,1444,1
1469,303,1
1469,436,1
1469,653,1
1469,693,1
1469,718,1
996,367,1
996,505,1
996,653,1
996,1137,1
996,1444,1
693,436,1
693,990,1
693,1216,1
693,1469,1
1216,436,1
1216,693,1
1216,718,1
1216,810,1
1216,990,1
1216,1504,1
1363,505,1
1363,621,1
1363,915,1
1363,1220,1
1363,1444,1
1363,179,1
1444,505,1
1444,621,1
1444,996,1
1444,1137,1
1444,1363,1
611,829,1
829,611,1
829,641,1
829,1360,1
1360,641,1
1360,829,1
1360,873,1
990,693,1
990,718,1
990,810,1
990,1216,1
179,621,1
179,1363,1
