1,edge,0,7,64,158.07062,58.53001,0.13010
7,edge,0,7,64,244.71681,64.65360,0.20895
14,edge,0,7,64,330.40637,72.91618,0.27883
28,edge,0,7,64,420.79633,105.12290,0.30990
