shift,edge,topk,window,hidden,MAE,STD,sMAPE
shift,edge,topk,window,hidden,MAE,STD,sMAPE
shift,edge,topk,window,hidden,MAE,STD,sMAPE
shift,edge,topk,window,hidden,MAE,STD,sMAPE
shift,edge,topk,window,hidden,MAE,STD,sMAPE
1,64,15,191.49828,0.11727,191.49828,0.11727
1,64,16,190.68495,0.11474,191.09161,0.11601
1,64,17,191.02635,0.10906,191.06987,0.11369
1,64,18,192.50264,0.11383,191.42805,0.11373
1,64,19,178.86887,0.10785,188.91621,0.11255
1,64,20,189.07338,0.11267,188.94240,0.11257
1,64,21,222.59402,0.12077,193.74977,0.11374
1,64,22,213.01118,0.11265,196.15747,0.11361
1,64,23,190.59097,0.10734,195.53897,0.11291
1,64,24,195.65115,0.12902,195.55019,0.11452
1,64,25,171.12251,0.10827,193.32948,0.11395
1,64,26,176.23038,0.13062,191.90456,0.11534
1,64,27,152.33223,0.10199,188.86053,0.11431
1,64,28,163.19766,0.10715,187.02748,0.11380
1,64,29,176.01564,0.09670,186.29337,0.11266
1,64,30,192.88623,0.11815,186.70541,0.11301
1,64,31,176.97514,0.09819,186.13304,0.11213
1,64,32,203.83925,0.12851,187.11673,0.11304
1,64,33,185.88077,0.10104,187.05168,0.11241
1,64,34,180.44780,0.12457,186.72148,0.11302
1,64,35,355.75497,0.16355,194.77069,0.11543
1,64,36,179.30287,0.11441,194.06761,0.11538
1,64,37,206.11479,0.11170,194.59140,0.11522
1,64,38,234.10904,0.12803,196.23796,0.11575
1,64,39,225.86963,0.11306,197.42322,0.11565
1,64,40,230.38936,0.13571,198.69115,0.11642
1,64,41,210.74844,0.10357,199.13771,0.11594
1,64,42,415.72540,0.21287,206.87300,0.11940
1,64,43,220.59859,0.10036,207.34630,0.11875
1,64,44,260.48703,0.13900,209.11765,0.11942
1,64,45,224.37051,0.10964,209.60968,0.11911
1,64,46,212.55583,0.12481,209.70175,0.11928
1,64,47,194.18306,0.10066,209.23149,0.11872
1,64,48,223.38451,0.11533,209.64775,0.11862
1,64,49,221.68129,0.11152,209.99156,0.11842
1,64,50,230.69389,0.12596,210.56662,0.11863
1,64,51,213.82896,0.11301,210.65480,0.11847
1,64,52,281.89737,0.15021,212.52960,0.11931
1,64,53,219.00601,0.12723,212.69566,0.11951
1,64,54,160.51834,0.11756,211.39124,0.11946
1,64,55,113.93178,0.08661,209.01418,0.11866
1,64,56,122.29288,0.10376,206.94939,0.11831
1,64,57,135.27335,0.09054,205.28250,0.11766
1,64,58,136.95912,0.11946,203.72969,0.11770
1,64,59,150.07259,0.10856,202.53731,0.11750
1,64,60,165.82608,0.18453,201.73924,0.11896
1,64,61,127.73786,0.10686,200.16475,0.11870
1,64,62,136.68184,0.12617,198.84218,0.11886
1,64,63,126.64069,0.09439,197.36868,0.11836
1,64,64,130.98192,0.12005,196.04094,0.11839
1,64,65,111.60928,0.09494,194.38542,0.11793
1,64,66,121.91411,0.12415,192.99173,0.11805
1,64,67,118.19518,0.10706,191.58049,0.11784
1,64,68,117.12514,0.13144,190.20168,0.11809
1,64,69,93.91740,0.09464,188.45105,0.11767
1,64,70,118.81707,0.12950,187.20760,0.11788
1,64,71,92.92411,0.08677,185.55348,0.11733
1,64,72,109.72496,0.12825,184.24609,0.11752
1,64,73,102.70576,0.10683,182.86406,0.11734
1,64,74,125.68346,0.14070,181.91106,0.11773
1,64,75,111.28061,0.11366,180.75317,0.11766
1,64,76,114.13357,0.12471,179.67867,0.11778
