,FIPS,State,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,% Insufficient Sleep,High School Graduation Rate,Average Grade Performance,Median Household Income,% Enrolled in Free or Reduced Lunch,Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,% Homeowners,% Broadband Access,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Rural,POPESTIMATE,POPEST_MALE,POPEST_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
0,1000,Alabama,75.5,472.0,70.0,14,16,15,330.0,17,8.0,16.0,20.0,40,90.0,2.9,51771.0,55.0,10.0,16.0,22.0,69,76,26.5,0.7,1.5,0.1,4.6,65.3,1,41.0,4921532.0,2376966.0,2544566.0,291920.0,149103.0,142817.0,299404.0,152530.0,146874.0,310210.0,157702.0,152508.0,310127.0,157274.0,152853.0,323264.0,161797.0,161467.0,331899.0,165836.0,166063.0,318647.0,156113.0,162534.0,302872.0,146356.0,156516.0,293490.0,141308.0,152182.0,302481.0,146015.0,156466.0,305693.0,148190.0,157503.0,332661.0,159697.0,172964.0,324620.0,153225.0,171395.0,281928.0,130086.0,151842.0,235789.0,107286.0,128503.0,160349.0,70219.0,90130.0,103319.0,42302.0,61017.0,92859.0,31927.0,60932.0,39.598707292769824,38.08042528220887,41.075391199325736
1,2000,Alaska,79.0,351.0,65.0,12,11,8,118.0,13,9.0,18.0,10.0,33,79.0,,77203.0,42.0,8.0,27.0,24.0,64,86,3.3,15.6,6.5,1.4,7.3,60.2,2,34.0,731158.0,381537.0,349621.0,49749.0,25653.0,24096.0,51643.0,26315.0,25328.0,49030.0,25390.0,23640.0,44846.0,23458.0,21388.0,50553.0,29101.0,21452.0,58506.0,31736.0,26770.0,57802.0,30231.0,27571.0,53686.0,28028.0,25658.0,44455.0,23232.0,21223.0,41185.0,21627.0,19558.0,42291.0,21989.0,20302.0,46576.0,24212.0,22364.0,44960.0,23028.0,21932.0,37529.0,19092.0,18437.0,26629.0,13702.0,12927.0,15938.0,7933.0,8005.0,8441.0,3957.0,4484.0,7339.0,2853.0,4486.0,35.51364944375908,35.032855689194406,35.978185016097754
2,4000,Arizona,80.0,331.0,49.0,13,13,10,277.0,13,8.0,24.0,13.0,35,79.0,,62027.0,54.0,6.0,18.0,16.0,64,84,4.5,5.3,3.7,0.3,31.7,54.1,5,10.2,7421401.0,3685926.0,3735475.0,424755.0,216921.0,207834.0,458844.0,233987.0,224857.0,478216.0,243695.0,234521.0,481924.0,246435.0,235489.0,504348.0,260127.0,244221.0,529789.0,275649.0,254140.0,501041.0,259358.0,241683.0,472582.0,241206.0,231376.0,441334.0,222340.0,218994.0,433090.0,215259.0,217831.0,426594.0,210661.0,215933.0,448906.0,217444.0,231462.0,446003.0,210692.0,235311.0,412556.0,190948.0,221608.0,374349.0,175103.0,199246.0,267038.0,124359.0,142679.0,167934.0,77819.0,90115.0,152098.0,63923.0,88175.0,38.86402920418935,37.544233710050165,40.20920470407137
3,5000,Arkansas,76.0,457.0,67.0,15,17,14,228.0,17,9.0,14.0,18.0,37,89.0,2.9,49020.0,64.0,8.0,19.0,19.0,66,73,15.4,1.0,1.7,0.4,7.8,72.0,2,43.8,3030522.0,1486856.0,1543666.0,186292.0,95250.0,91042.0,193212.0,99382.0,93830.0,200458.0,102287.0,98171.0,197095.0,100970.0,96125.0,201289.0,102214.0,99075.0,202805.0,102463.0,100342.0,196068.0,98048.0,98020.0,190974.0,94974.0,96000.0,181756.0,90134.0,91622.0,179715.0,87965.0,91750.0,178352.0,88120.0,90232.0,196283.0,95349.0,100934.0,189917.0,90688.0,99229.0,168129.0,78496.0,89633.0,142360.0,65870.0,76490.0,100225.0,44713.0,55512.0,64487.0,27770.0,36717.0,61105.0,22163.0,38942.0,38.971260759697515,37.60682687668989,40.31189257164277
4,6000,California,81.7,268.0,36.0,12,11,9,396.0,11,3.0,14.0,10.0,35,87.0,2.9,80423.0,59.0,5.0,11.0,8.0,55,87,5.6,1.6,15.5,0.5,39.4,36.5,10,5.0,39368078.0,19577489.0,19790589.0,2310380.0,1180892.0,1129488.0,2468600.0,1263243.0,1205357.0,2505304.0,1281016.0,1224288.0,2513522.0,1281248.0,1232274.0,2597931.0,1335138.0,1262793.0,3011714.0,1557429.0,1454285.0,3005343.0,1551675.0,1453668.0,2781508.0,1419031.0,1362477.0,2524241.0,1271167.0,1253074.0,2452996.0,1220749.0,1232247.0,2457952.0,1225186.0,1232766.0,2466381.0,1213261.0,1253120.0,2296040.0,1111176.0,1184864.0,1918055.0,901162.0,1016893.0,1551490.0,714115.0,837375.0,1052210.0,468554.0,583656.0,698039.0,298596.0,399443.0,756372.0,283851.0,472521.0,37.298664595716374,36.223987447393284,38.44828262380499
5,8000,Colorado,80.6,282.0,44.0,10,11,7,265.0,10,5.0,18.0,11.0,30,81.0,3.1,77104.0,41.0,4.0,21.0,14.0,65,88,4.1,1.6,3.5,0.2,21.8,67.7,3,13.8,5807719.0,2925887.0,2881832.0,324583.0,165405.0,159178.0,344851.0,176165.0,168686.0,361425.0,185216.0,176209.0,366386.0,188537.0,177849.0,380269.0,198817.0,181452.0,461679.0,242429.0,219250.0,462331.0,241825.0,220506.0,433137.0,224489.0,208648.0,382981.0,195958.0,187023.0,360321.0,184981.0,175340.0,344624.0,173940.0,170684.0,357179.0,175288.0,181891.0,351566.0,170676.0,180890.0,303686.0,144996.0,158690.0,239677.0,114040.0,125637.0,149796.0,68971.0,80825.0,91938.0,40237.0,51701.0,91290.0,33917.0,57373.0,37.58344511847079,36.65436771303846,38.63332523491581
6,9000,Connecticut,80.9,278.0,34.0,10,11,9,343.0,12,4.0,31.0,8.0,34,88.0,3.2,78920.0,42.0,3.0,10.0,5.0,66,86,10.3,0.6,5.0,0.1,16.9,65.9,4,12.0,3557006.0,1734920.0,1822086.0,179591.0,91709.0,87882.0,193731.0,98770.0,94961.0,210332.0,106987.0,103345.0,234796.0,119300.0,115496.0,238322.0,122200.0,116122.0,225727.0,116982.0,108745.0,222900.0,112401.0,110499.0,221485.0,109841.0,111644.0,210397.0,102919.0,107478.0,215492.0,104410.0,111082.0,245442.0,118657.0,126785.0,264570.0,127704.0,136866.0,248225.0,119632.0,128593.0,200667.0,94954.0,105713.0,163097.0,74330.0,88767.0,116400.0,51661.0,64739.0,75258.0,31300.0,43958.0,90574.0,31163.0,59411.0,41.27026822558072,39.57285458613227,42.89315649172366
7,10000,Delaware,78.5,360.0,55.0,11,13,12,404.0,13,5.0,40.0,13.0,37,87.0,3.0,70348.0,,6.0,12.0,11.0,71,85,22.0,0.7,4.1,0.1,9.6,61.7,2,16.7,986809.0,476740.0,510069.0,54461.0,27795.0,26666.0,56799.0,28993.0,27806.0,58119.0,29300.0,28819.0,60477.0,30373.0,30104.0,57543.0,29122.0,28421.0,63991.0,32362.0,31629.0,65661.0,32521.0,33140.0,60335.0,29896.0,30439.0,55508.0,26853.0,28655.0,55020.0,26527.0,28493.0,61541.0,29232.0,32309.0,69431.0,32733.0,36698.0,70329.0,32666.0,37663.0,64177.0,29330.0,34847.0,54285.0,25070.0,29215.0,36546.0,16619.0,19927.0,21982.0,9631.0,12351.0,20604.0,7717.0,12887.0,41.96090742990792,40.32093951311754,43.54709999604787
8,11000,Washington DC,79.0,404.0,73.0,9,13,8,2361.0,12,1.0,42.0,5.0,36,70.0,2.9,90395.0,,18.0,6.0,17.0,42,83,44.4,0.6,4.5,0.1,11.3,37.5,2,0.0,712816.0,337932.0,374884.0,44300.0,22793.0,21507.0,39363.0,20034.0,19329.0,30407.0,15105.0,15302.0,36293.0,17055.0,19238.0,51048.0,22819.0,28229.0,81666.0,37314.0,44352.0,83058.0,40222.0,42836.0,65432.0,31742.0,33690.0,47565.0,23597.0,23968.0,38442.0,19209.0,19233.0,35610.0,17731.0,17879.0,36474.0,17951.0,18523.0,33325.0,15595.0,17730.0,28625.0,12483.0,16142.0,22932.0,9685.0,13247.0,15577.0,6405.0,9172.0,10409.0,4008.0,6401.0,12290.0,4184.0,8106.0,34.4,34.1,34.6
9,12000,Florida,80.2,337.0,52.0,13,13,11,607.0,13,7.0,24.0,14.0,37,86.0,3.2,59198.0,55.0,6.0,14.0,13.0,65,83,15.5,0.5,3.0,0.1,26.4,53.2,7,8.8,21733312.0,10620180.0,11113132.0,1135005.0,579130.0,555875.0,1179044.0,602626.0,576418.0,1211524.0,617012.0,594512.0,1202855.0,615693.0,587162.0,1263937.0,642837.0,621100.0,1395878.0,713023.0,682855.0,1422593.0,721664.0,700929.0,1355944.0,677482.0,678462.0,1293216.0,640219.0,652997.0,1323586.0,650124.0,673462.0,1369217.0,669922.0,699295.0,1497423.0,720593.0,776830.0,1444996.0,678548.0,766448.0,1326632.0,608486.0,718146.0,1212944.0,559941.0,653003.0,903122.0,412878.0,490244.0,599087.0,267843.0,331244.0,596309.0,242159.0,354150.0,43.22264495627726,41.76702974677767,44.62008719609787
10,13000,Georgia,77.9,378.0,58.0,12,13,12,625.0,13,9.0,14.0,14.0,38,83.0,3.0,61950.0,60.0,7.0,14.0,15.0,63,81,31.6,0.5,4.4,0.1,9.9,52.0,3,24.9,10710017.0,5201549.0,5508468.0,647544.0,330175.0,317369.0,687297.0,349284.0,338013.0,726884.0,370037.0,356847.0,731958.0,371407.0,360551.0,726152.0,368851.0,357301.0,765892.0,384445.0,381447.0,740467.0,364272.0,376195.0,710868.0,344070.0,366798.0,683979.0,328886.0,355093.0,698848.0,336130.0,362718.0,692250.0,336827.0,355423.0,694684.0,333734.0,360950.0,628527.0,296609.0,331918.0,524975.0,239339.0,285636.0,434289.0,195696.0,238593.0,286294.0,125816.0,160478.0,173520.0,72086.0,101434.0,155589.0,53885.0,101704.0,37.51455605532654,36.133034560075856,38.846310542737726
11,15000,Hawaii,82.3,283.0,50.0,10,10,11,204.0,11,7.0,15.0,8.0,43,85.0,2.9,83734.0,46.0,2.0,14.0,4.0,59,85,2.0,0.4,37.6,10.1,10.7,21.7,5,8.1,1407006.0,704366.0,702640.0,84040.0,43337.0,40703.0,87555.0,45186.0,42369.0,78574.0,40193.0,38381.0,74824.0,38793.0,36031.0,87107.0,47959.0,39148.0,98412.0,52284.0,46128.0,97947.0,50501.0,47446.0,95419.0,48530.0,46889.0,86460.0,43774.0,42686.0,81388.0,40828.0,40560.0,83325.0,41334.0,41991.0,87874.0,43389.0,44485.0,89001.0,43350.0,45651.0,82862.0,39866.0,42996.0,71844.0,34502.0,37342.0,48085.0,22349.0,25736.0,30143.0,12942.0,17201.0,42146.0,15249.0,26897.0,40.022776022277085,38.53403013206766,41.58504391594635
12,16000,Idaho,79.4,304.0,49.0,11,12,9,82.0,11,7.0,14.0,14.0,33,80.0,3.1,60830.0,39.0,2.0,22.0,15.0,70,83,0.8,1.7,1.6,0.2,12.8,81.6,2,29.4,1826913.0,916124.0,910789.0,113848.0,58374.0,55474.0,125055.0,63869.0,61186.0,132772.0,67981.0,64791.0,127139.0,64800.0,62339.0,119974.0,62735.0,57239.0,122723.0,63908.0,58815.0,118855.0,59737.0,59118.0,120252.0,60574.0,59678.0,113978.0,57800.0,56178.0,104222.0,53005.0,51217.0,101277.0,50935.0,50342.0,109050.0,53203.0,55847.0,111774.0,54230.0,57544.0,102392.0,49602.0,52790.0,83550.0,40927.0,42623.0,55797.0,26580.0,29217.0,33841.0,15719.0,18122.0,30414.0,12145.0,18269.0,37.515698886591764,36.73010838501889,38.3260808259616
13,17000,Illinois,79.4,328.0,51.0,10,12,10,335.0,10,4.0,22.0,9.0,34,87.0,3.0,69212.0,49.0,7.0,11.0,11.0,66,83,14.1,0.6,5.9,0.1,17.5,60.8,4,11.5,12587530.0,6185306.0,6402224.0,727519.0,371450.0,356069.0,762503.0,390001.0,372502.0,795778.0,405004.0,390774.0,812241.0,415550.0,396691.0,818355.0,415004.0,403351.0,882835.0,447334.0,435501.0,858449.0,434727.0,423722.0,841651.0,421828.0,419823.0,794767.0,397182.0,397585.0,777065.0,385074.0,391991.0,788673.0,389372.0,399301.0,833446.0,407585.0,425861.0,805014.0,387733.0,417281.0,674898.0,317718.0,357180.0,536843.0,246484.0,290359.0,366390.0,160757.0,205633.0,244247.0,100597.0,143650.0,266856.0,91906.0,174950.0,38.84860357035891,37.58648425862736,40.1310085934254
14,18000,Indiana,77.1,401.0,59.0,12,15,12,206.0,13,7.0,26.0,12.0,38,88.0,3.1,57617.0,49.0,6.0,15.0,14.0,69,80,9.6,0.4,2.6,0.1,7.3,78.4,1,27.6,6754953.0,3331959.0,3422994.0,415418.0,212904.0,202514.0,434108.0,222464.0,211644.0,445948.0,227458.0,218490.0,453671.0,232759.0,220912.0,473342.0,241813.0,231529.0,462908.0,235797.0,227111.0,434416.0,218471.0,215945.0,425820.0,212536.0,213284.0,409613.0,204321.0,205292.0,405826.0,202269.0,203557.0,407516.0,202405.0,205111.0,441287.0,215917.0,225370.0,429795.0,207947.0,221848.0,367051.0,174006.0,193045.0,291831.0,135238.0,156593.0,196730.0,87368.0,109362.0,128482.0,53237.0,75245.0,131191.0,45049.0,86142.0,38.123817278965525,36.90583995181018,39.386340349074224
15,19000,Iowa,79.4,322.0,48.0,9,11,10,106.0,10,6.0,10.0,11.0,33,91.0,3.1,61807.0,43.0,3.0,15.0,9.0,71,81,3.9,0.5,2.7,0.2,6.3,85.0,2,36.0,3163561.0,1575695.0,1587866.0,192582.0,98222.0,94360.0,200418.0,102604.0,97814.0,208584.0,106740.0,101844.0,212414.0,108845.0,103569.0,225417.0,116021.0,109396.0,205697.0,106778.0,98919.0,193099.0,98561.0,94538.0,202157.0,103047.0,99110.0,188432.0,96042.0,92390.0,175188.0,88530.0,86658.0,182403.0,91940.0,90463.0,204652.0,101093.0,103559.0,206382.0,101605.0,104777.0,181101.0,88314.0,92787.0,142248.0,67770.0,74478.0,96126.0,43692.0,52434.0,68566.0,29061.0,39505.0,78095.0,26830.0,51265.0,38.7690714988584,37.64425222083594,39.999642965632724
16,20000,Kansas,78.5,354.0,53.0,11,13,11,128.0,13,8.0,12.0,13.0,34,87.0,3.1,62028.0,47.0,5.0,18.0,14.0,66,82,5.7,1.2,3.2,0.1,12.2,75.4,2,25.8,2913805.0,1451540.0,1462265.0,183104.0,93942.0,89162.0,194309.0,99133.0,95176.0,200006.0,102215.0,97791.0,199563.0,103190.0,96373.0,211506.0,110286.0,101220.0,195871.0,102088.0,93783.0,185657.0,95022.0,90635.0,190942.0,96158.0,94784.0,174069.0,88220.0,85849.0,161696.0,81291.0,80405.0,162031.0,80884.0,81147.0,183329.0,89836.0,93493.0,183406.0,88845.0,94561.0,158510.0,76309.0,82201.0,123948.0,58850.0,65098.0,83800.0,37752.0,46048.0,56571.0,24096.0,32475.0,65487.0,23423.0,42064.0,37.492906079850925,36.321327679786414,38.74850080907955
17,21000,Kentucky,75.6,470.0,56.0,14,17,13,196.0,15,6.0,32.0,17.0,42,91.0,3.1,52256.0,57.0,6.0,17.0,16.0,67,78,8.2,0.3,1.6,0.1,3.9,84.1,1,41.6,4477251.0,2205345.0,2271906.0,270088.0,138328.0,131760.0,277704.0,143070.0,134634.0,282821.0,144462.0,138359.0,284918.0,145950.0,138968.0,298443.0,153922.0,144521.0,305478.0,157793.0,147685.0,285625.0,143890.0,141735.0,276935.0,137761.0,139174.0,274006.0,136478.0,137528.0,275000.0,136719.0,138281.0,279414.0,137685.0,141729.0,303465.0,146858.0,156607.0,292519.0,139836.0,152683.0,254276.0,119617.0,134659.0,208086.0,96503.0,111583.0,137646.0,61065.0,76581.0,88385.0,36944.0,51441.0,82442.0,28464.0,53978.0,39.301997788375054,37.86234586803377,40.729568344504244
18,22000,Louisiana,76.1,453.0,70.0,14,16,13,541.0,16,10.0,25.0,17.0,38,83.0,,51108.0,53.0,13.0,15.0,21.0,66,75,32.3,0.8,1.8,0.1,5.3,58.4,1,26.8,4645318.0,2264160.0,2381158.0,295905.0,150822.0,145083.0,301718.0,153884.0,147834.0,304821.0,154970.0,149851.0,291669.0,148876.0,142793.0,303575.0,154013.0,149562.0,324947.0,163993.0,160954.0,324056.0,160523.0,163533.0,314945.0,154643.0,160302.0,282782.0,138938.0,143844.0,263611.0,129033.0,134578.0,273592.0,132288.0,141304.0,302082.0,144503.0,157579.0,297865.0,141325.0,156540.0,255550.0,119220.0,136330.0,202732.0,92794.0,109938.0,134974.0,59026.0,75948.0,87227.0,36021.0,51206.0,83267.0,29288.0,53979.0,37.80036456061781,36.42983744062302,39.160076274649015
19,23000,Maine,78.7,338.0,43.0,13,16,10,138.0,13,4.0,28.0,12.0,35,86.0,3.1,58824.0,44.0,2.0,18.0,11.0,72,82,1.6,0.7,1.3,0.0,1.8,93.0,1,61.3,1350141.0,661301.0,688840.0,63380.0,32489.0,30891.0,67233.0,34421.0,32812.0,71960.0,36900.0,35060.0,76937.0,39753.0,37184.0,74554.0,38190.0,36364.0,80996.0,41247.0,39749.0,83447.0,41644.0,41803.0,80381.0,39764.0,40617.0,76460.0,37689.0,38771.0,80488.0,39498.0,40990.0,90055.0,43954.0,46101.0,104031.0,50459.0,53572.0,106443.0,50936.0,55507.0,95984.0,45826.0,50158.0,79384.0,38062.0,41322.0,52124.0,24232.0,27892.0,32659.0,14086.0,18573.0,33625.0,12151.0,21474.0,44.989214904221114,43.510613928471166,46.42220790273017
20,24000,Maryland,79.2,339.0,50.0,10,11,11,653.0,11,3.0,38.0,9.0,38,87.0,,86644.0,46.0,9.0,10.0,12.0,67,86,29.9,0.6,6.7,0.1,10.6,50.0,3,12.8,6055802.0,2932574.0,3123228.0,358879.0,182761.0,176118.0,371372.0,189873.0,181499.0,377704.0,192967.0,184737.0,377580.0,191602.0,185978.0,368767.0,186390.0,182377.0,404238.0,203380.0,200858.0,421963.0,209117.0,212846.0,411936.0,201161.0,210775.0,380073.0,185392.0,194681.0,373482.0,179968.0,193514.0,403262.0,193026.0,210236.0,427529.0,204208.0,223321.0,391665.0,185293.0,206372.0,319466.0,146391.0,173075.0,259043.0,116411.0,142632.0,176629.0,76639.0,99990.0,111683.0,46001.0,65682.0,120531.0,41994.0,78537.0,39.327099251263505,37.84958309403116,40.77304865647852
21,25000,Massachusetts,80.6,279.0,32.0,11,13,9,349.0,9,4.0,32.0,6.0,34,88.0,3.4,85700.0,,2.0,9.0,4.0,62,86,7.3,0.5,7.2,0.1,12.4,71.1,5,8.0,6893574.0,3347032.0,3546542.0,351815.0,180051.0,171764.0,367853.0,187632.0,180221.0,379381.0,194061.0,185320.0,445396.0,222849.0,222547.0,480950.0,238193.0,242757.0,500717.0,253957.0,246760.0,495920.0,248508.0,247412.0,450495.0,222924.0,227571.0,408671.0,200391.0,208280.0,414222.0,201004.0,213218.0,456369.0,220860.0,235509.0,486443.0,235561.0,250882.0,456940.0,218554.0,238386.0,382243.0,178670.0,203573.0,311598.0,142239.0,169359.0,210082.0,92253.0,117829.0,136109.0,55409.0,80700.0,158370.0,53916.0,104454.0,40.07779192621998,38.689218045675574,41.42297063903281
22,26000,Michigan,78.1,364.0,54.0,13,15,11,189.0,14,6.0,26.0,10.0,40,82.0,3.0,59522.0,50.0,6.0,14.0,12.0,71,82,13.8,0.7,3.4,0.0,5.3,74.7,1,25.4,9966555.0,4907813.0,5058742.0,559139.0,285897.0,273242.0,585009.0,300041.0,284968.0,604840.0,309177.0,295663.0,633603.0,323594.0,310009.0,672087.0,342160.0,329927.0,685946.0,352550.0,333396.0,631856.0,319982.0,311874.0,597658.0,298899.0,298759.0,573538.0,284156.0,289382.0,589665.0,290328.0,299337.0,634675.0,313239.0,321436.0,693475.0,339493.0,353982.0,692623.0,334638.0,357985.0,598895.0,284316.0,314579.0,475867.0,222120.0,253747.0,321684.0,145343.0,176341.0,204282.0,86897.0,117385.0,211713.0,74983.0,136730.0,40.22806646830323,38.79711095759769,41.68506963539558
23,27000,Minnesota,80.9,267.0,42.0,9,11,9,184.0,8,6.0,13.0,8.0,29,84.0,3.1,74529.0,36.0,2.0,14.0,8.0,72,85,6.8,1.4,5.2,0.1,5.6,79.1,2,26.7,5657342.0,2818594.0,2838748.0,345991.0,176852.0,169139.0,363435.0,185890.0,177545.0,369664.0,188570.0,181094.0,361987.0,184301.0,177686.0,353979.0,178745.0,175234.0,377817.0,194106.0,183711.0,382580.0,196038.0,186542.0,391474.0,198153.0,193321.0,348478.0,177517.0,170961.0,321235.0,162345.0,158890.0,339589.0,170391.0,169198.0,381073.0,189428.0,191645.0,371199.0,182940.0,188259.0,311506.0,151501.0,160005.0,240702.0,114630.0,126072.0,163494.0,75065.0,88429.0,110392.0,47889.0,62503.0,122747.0,44233.0,78514.0,38.70758967727249,37.84538938957554,39.63099837344109
24,28000,Mississippi,74.9,502.0,76.0,14,16,15,381.0,19,11.0,12.0,24.0,38,84.0,3.0,45928.0,74.0,12.0,14.0,21.0,68,72,37.4,0.6,1.1,0.1,3.4,56.4,1,50.7,2966786.0,1435815.0,1530971.0,181663.0,92307.0,89356.0,187645.0,95112.0,92533.0,203643.0,104006.0,99637.0,199040.0,101719.0,97321.0,200659.0,101792.0,98867.0,201431.0,101133.0,100298.0,188216.0,92310.0,95906.0,185747.0,90000.0,95747.0,179593.0,86536.0,93057.0,177552.0,85199.0,92353.0,178610.0,85941.0,92669.0,193833.0,92668.0,101165.0,189199.0,89062.0,100137.0,164021.0,75532.0,88489.0,134188.0,61699.0,72489.0,89582.0,39091.0,50491.0,58849.0,23822.0,35027.0,53315.0,17886.0,35429.0,38.337402562908146,36.73472161456875,39.87170166638241
25,29000,Missouri,77.3,404.0,58.0,13,15,11,246.0,13,7.0,25.0,14.0,35,91.0,3.0,57375.0,50.0,9.0,18.0,20.0,67,80,11.6,0.6,2.2,0.2,4.4,79.1,1,29.6,6151548.0,3017723.0,3133825.0,367578.0,188319.0,179259.0,379136.0,194153.0,184983.0,390001.0,199484.0,190517.0,388427.0,199040.0,189387.0,404293.0,205596.0,198697.0,419628.0,212483.0,207145.0,404479.0,202097.0,202382.0,396878.0,197310.0,199568.0,365746.0,181879.0,183867.0,354958.0,175052.0,179906.0,364782.0,179304.0,185478.0,416040.0,202580.0,213460.0,409888.0,196862.0,213026.0,348244.0,163611.0,184633.0,282144.0,130223.0,151921.0,196717.0,88164.0,108553.0,128656.0,54288.0,74368.0,133953.0,47278.0,86675.0,39.22406823453219,37.9422328981258,40.52954475849005
26,30000,Montana,78.9,334.0,52.0,11,12,9,72.0,10,8.0,12.0,18.0,31,85.0,3.1,57248.0,39.0,4.0,26.0,20.0,68,81,0.5,6.7,0.9,0.1,4.1,85.9,0,44.1,1080577.0,544101.0,536476.0,59914.0,30686.0,29228.0,64831.0,33422.0,31409.0,66038.0,33937.0,32101.0,64601.0,33401.0,31200.0,72288.0,38228.0,34060.0,71991.0,37453.0,34538.0,68626.0,35093.0,33533.0,69500.0,35459.0,34041.0,64184.0,32824.0,31360.0,58066.0,29517.0,28549.0,59026.0,29602.0,29424.0,70868.0,34801.0,36067.0,77252.0,37465.0,39787.0,72136.0,35282.0,36854.0,57438.0,28677.0,28761.0,37308.0,18254.0,19054.0,23438.0,10912.0,12526.0,23072.0,9088.0,13984.0,40.60030418933587,39.64396882406344,41.635780421015795
