From_FIPS,To_FIPS,Count
06013,6079,3896
06013,6081,24404
06013,6083,8828
06013,6085,4676
06013,6095,14784
06013,6097,8572
06013,6109,4932
06013,15003,23380
06013,32003,24640
06013,32007,9608
06013,36061,4928
06013,36119,4676
06013,53033,3896
06015,8031,3896
06017,6007,4928
06017,6017,6160
06017,6047,4676
06017,6061,17248
06017,6067,8828
06017,6075,7398
06017,6079,4928
06017,29095,6160
06017,32003,4928
06017,32007,4676
06017,32031,4932
06017,34023,4676
06019,4013,9352
06019,6001,4932
06019,6019,346487
06019,6037,49487
06019,6039,43104
06019,6047,9608
06019,6053,4932
06019,6071,9856
06019,6073,7792
06019,6075,4932
06019,6079,3896
06019,6085,3896
06019,6097,3896
06019,6107,4932
06019,13045,6165
06019,13057,4932
06019,15003,4676
06019,32003,4928
06019,32007,4932
06019,34009,4928
06019,40009,4870
06019,41041,4928
06019,48439,6160
06019,48453,4932
06019,53033,4932
06019,53063,4928
06021,6007,4928
06021,48439,7392
06025,4013,4676
06025,6025,22194
06025,6029,3896
06025,6065,9604
06025,6073,20260
06027,6037,4676
06027,32003,4928
06029,6029,755461
06029,6037,29340
06029,6053,3896
06029,6059,4676
06029,6071,46816
06029,6073,3896
06029,6075,4932
06029,6079,17648
06029,6083,11688
06029,15003,4676
06029,19155,4676
06029,25025,4928
06029,29077,3896
06029,32003,19716
06029,37081,5845
06029,37159,4932
06029,40009,3896
06029,40137,4676
06029,48121,4932
06029,48135,4932
06031,4013,4676
06031,6037,14028
06031,6079,11688
06031,32003,9856
06033,6013,3896
06033,6033,29568
06033,6059,4928
06035,6037,3896
06035,6057,5845
06035,6103,4932
06037,4013,43253
06037,4015,4928
06037,4017,14796
06037,6013,3896
06037,6019,3896
06037,6037,17834588
06037,6039,4932
06037,6059,228566
06037,6065,100647
06037,6071,589630
06037,6073,40756
06037,6075,35757
06037,6079,8824
06037,6083,88310
06037,6085,7792
06037,6099,4676
06037,6103,4932
06037,6107,9864
06037,6111,27198
06037,8031,4676
06037,12009,3896
06037,12086,3896
06037,12095,9856
06037,12099,4928
06037,13015,4676
06037,15003,126252
06037,16027,4928
06037,17031,9352
06037,19033,4676
06037,22079,3896
06037,23011,4928
06037,24017,4676
06037,24041,4676
06037,25025,23380
06037,26161,4932
06037,27037,3896
06037,32003,210581
06037,32013,5845
06037,32031,9864
06037,34017,18704
06037,36061,9608
06037,37065,4932
06037,37151,4928
06037,38017,3896
06037,39023,4928
06037,39043,4932
06037,39049,4676
06037,40009,11688
06037,41051,8824
06037,42019,4676
06037,42041,4676
06037,42101,4932
06037,44005,3896
06037,48085,18704
06037,48113,3896
06037,48121,4932
06037,48215,3896
06037,48439,19712
06037,48453,17656
06037,49035,9802
06037,50021,3896
06037,51620,3896
06037,53033,8828
06037,53063,4928
06037,55009,3896
06037,55073,4676
06039,4021,4932
06039,6039,130629
06039,6047,9352
06039,6073,3896
06039,6075,4932
06039,6085,3896
06039,40009,3896
06039,53053,4932
06041,6041,51721
06041,6075,8828
06041,6083,4932
06041,6097,4676
06041,17031,4676
06041,24031,4676
06041,25001,4928
06041,51059,4928
06043,6037,4928
06043,6099,4676
06045,6037,4928
06045,6097,9352
06047,4017,4932
06047,6013,3896
06047,6047,402454
06047,6059,3896
06047,6077,4928
06047,6083,4932
06047,6085,11688
06047,6099,17144
06051,6037,9352
06051,6065,8572
06053,6053,126253
06053,6077,4928
06053,6085,7792
06053,6087,11097
06053,15003,4676
06053,32003,4928
06053,39049,4676
06055,6013,3896
06055,6053,4676
06055,6055,14028
06057,6057,15586
06057,6061,9608
06057,6083,8828
06057,6089,4676
06057,12095,4928
06057,19109,4928
06057,32031,4676
06059,4013,28056
06059,6013,7792
06059,6037,681621
06059,6053,4932
06059,6059,1906988
06059,6061,4928
06059,6065,45980
06059,6071,257118
06059,6073,22324
06059,6079,4928
06059,6083,41036
06059,9009,4676
06059,12011,4932
06059,12086,4932
06059,12095,4928
06059,12111,4928
06059,12127,6165
06059,15003,75985
06059,15009,4928
06059,17043,4928
06059,23011,9856
06059,25025,8824
06059,26093,4676
06059,27053,4676
06059,28081,4676
06059,32003,102260
06059,32031,9864
06059,34017,4676
06059,36061,3896
06059,37119,4928
06059,37183,3896
06059,39043,4932
06059,39049,4932
06059,42011,5845
06059,47125,4928
06059,47149,3896
06059,48029,6165
06059,48085,18704
06059,48439,4928
06059,49035,4928
06059,49043,3896
06059,51059,4928
06059,51810,3896
06059,53033,14796
06061,4013,18960
06061,6001,4932
06061,6007,7392
06061,6013,3896
06061,6037,10773
06061,6059,9604
06061,6061,887134
06061,6067,24644
06061,6075,4932
06061,6083,4932
06061,15003,13248
06061,16027,4928
06061,32031,4932
06061,36061,3896
06061,47037,4928
06061,48375,4676
06061,49035,4932
06061,53027,4676
06063,6063,48042
06065,4013,23636
06065,6001,4676
06065,6009,4676
06065,6013,7792
06065,6037,212714
06065,6039,4932
06065,6053,4676
06065,6059,90524
06065,6065,4243640
06065,6071,337443
06065,6073,74708
06065,6081,4932
06065,6083,15197
06065,8051,4932
06065,15003,29225
06065,27139,4932
06065,32003,93644
06065,47125,4928
06065,48085,14028
06065,48439,9856
06065,53033,4928
06065,53053,4932
06067,4013,4676
06067,4017,4932
06067,6001,4676
06067,6009,9352
06067,6013,3896
06067,6019,4676
06067,6037,22600
06067,6039,4932
06067,6041,4928
06067,6061,216220
06067,6063,3896
06067,6067,608916
06067,6071,9604
06067,6075,9864
06067,6077,14536
06067,6083,14796
06067,6085,3896
06067,6097,18428
06067,8031,4932
06067,13311,3896
06067,15003,15197
06067,20173,4928
06067,23005,3896
06067,24005,4928
06067,25025,4676
06067,32003,29572
06067,32007,4932
06067,32031,4932
06067,37063,4932
06067,37159,9864
06067,38017,3896
06067,40137,4676
06067,41041,4928
06067,48085,9352
06067,48439,4928
06067,48453,4932
06067,49017,4928
06069,6069,25872
06069,6085,41688
06069,6087,4932
06069,15003,4676
06069,53033,4928
06071,1073,3896
06071,4013,14028
06071,4019,8828
06071,6001,3896
06071,6013,9740
06071,6029,4676
06071,6037,315043
06071,6059,46976
06071,6065,144773
06071,6071,2326128
06071,6073,17648
06071,6075,4932
06071,6079,6160
06071,6083,14028
06071,6085,3896
06071,15003,24549
06071,19163,4676
06071,25025,4676
06071,27055,4932
06071,29077,3896
06071,32003,71204
06071,36061,4676
06071,36093,3896
06071,40009,3896
06071,48329,6160
06071,49001,4932
06071,55133,3896
06071,56025,4932
06073,4013,14028
06073,4017,6165
06073,6001,4932
06073,6037,161487
06073,6053,4932
06073,6059,40952
06073,6065,52214
06073,6071,59136
06073,6073,2395672
06073,6075,11097
06073,6079,10714
06073,6083,26228
06073,6111,3896
06073,8031,5845
06073,8043,4676
06073,12086,4932
06073,12101,4928
06073,15003,37408
06073,15009,4928
06073,16001,4932
06073,19033,4676
06073,19163,4676
06073,22033,4932
06073,25009,4932
06073,25021,3896
06073,25025,10521
06073,27163,4676
06073,32003,78852
06073,32031,4932
06073,34017,4676
06073,36047,4676
06073,37063,3896
06073,41051,4928
06073,42003,4932
06073,42063,4676
06073,47065,3896
06073,48439,9856
06073,49001,4932
06073,51059,4928
06073,51163,7014
06073,53005,4676
06073,53027,4676
06073,53033,14796
06073,53037,4676
06073,54039,4676
06073,55035,4676
06073,56025,3896
06075,4013,4676
06075,6013,7792
06075,6037,21042
06075,6041,4928
06075,6059,4928
06075,6075,177851
06075,6081,49320
06075,6083,4932
06075,6085,4928
06075,15003,14028
06075,15009,4928
06075,24025,4932
06075,35001,4932
06075,48439,4928
06075,48453,4932
06077,4013,4676
06077,6007,4928
06077,6009,18704
06077,6013,7792
06077,6037,9608
06077,6039,4932
06077,6067,3896
06077,6071,9856
06077,6073,3896
06077,6077,444478
06077,6083,9608
06077,6085,18680
06077,6089,4676
06077,6099,18956
06077,15003,14028
06077,26163,4676
06077,32003,9860
06077,32007,14540
06077,32031,4932
06077,53033,4932
06079,6037,4676
06079,6059,6160
06079,6061,4928
06079,6077,4928
06079,6079,158542
06079,6083,7792
06079,32003,4928
06079,36011,4932
06079,48085,14532
06081,6013,7792
06081,6019,4676
06081,6037,19093
06081,6075,23620
06081,6077,4928
06081,6079,3896
06081,6081,179506
06081,6083,4932
06081,6109,4932
06081,13089,4932
06081,15003,14028
06081,32003,4928
06081,32031,4932
06081,33015,3896
06081,37159,4932
06081,39043,4932
06081,53033,4932
06081,56039,4928
06083,6013,3896
06083,6037,47193
06083,6053,3896
06083,6071,9856
06083,6079,16616
06083,6083,518449
06083,6111,9856
06083,23005,4928
06083,32003,4928
06083,40009,3896
06083,41053,4676
06085,6001,14788
06085,6037,41556
06085,6041,4928
06085,6053,4676
06085,6059,9856
06085,6067,3896
06085,6069,4928
06085,6073,8572
06085,6075,17656
06085,6077,9856
06085,6079,3896
06085,6081,53228
06085,6083,4932
06085,6085,594686
06085,6087,4932
06085,6103,4932
06085,6109,9864
06085,12011,4932
06085,15003,14028
06085,20091,6160
06085,22079,3896
06085,26127,4932
06085,32003,9856
06085,32031,6160
06085,34023,4676
06085,35001,4932
06085,36061,9604
06085,42003,4676
06085,48085,9352
06085,48453,4932
06085,53035,4932
06085,53053,4932
06085,53063,4928
06087,4013,4676
06087,6007,4928
06087,6037,4676
06087,6053,4676
06087,6075,3896
06087,6085,4870
06087,6087,72747
06087,15003,4676
06087,53063,4928
06089,4013,4676
06089,6059,4928
06089,6071,9860
06089,6089,180022
06089,6103,45621
06089,12057,4928
06091,6063,3896
06093,6063,3896
06093,6077,4928
06093,6093,31482
06093,6103,9864
06095,6001,4928
06095,6013,35064
06095,6041,3896
06095,6067,9856
06095,6071,4928
06095,6075,4932
06095,6095,44352
06095,8031,4928
06095,15003,4676
06095,32003,4928
06095,41051,3896
06095,48453,4932
06095,53053,6165
06097,4013,9352
06097,6013,7792
06097,6037,4932
06097,6041,21548
06097,6067,3896
06097,6071,4928
06097,6073,4676
06097,6075,5844
06097,6083,4676
06097,6085,3896
06097,6097,190580
06097,15003,4676
06097,32007,4932
06097,34017,4676
06097,48439,4928
06099,4013,5845
06099,6001,4932
06099,6009,37408
06099,6013,3896
06099,6037,9352
06099,6039,4932
06099,6047,12468
06099,6059,4676
06099,6061,3896
06099,6075,4932
06099,6077,89684
06099,6085,4932
06099,6099,241611
06099,6103,4932
06099,6109,9608
06099,32007,4676
06099,32013,4676
06099,48085,4676
06101,6007,4928
06101,6061,8824
06101,6067,7792
06101,6101,38676
06101,6103,4932
06101,32003,4928
06101,32007,6165
06103,6007,4676
06103,6063,9856
06103,6089,35070
06103,6103,499365
06105,6103,4932
06107,6019,3896
06107,6029,4676
06107,6037,22856
06107,6063,4870
06107,6071,19712
06107,6107,321501
06107,12095,4928
06107,48439,4928
06109,6009,18704
06109,6047,3896
06109,6077,4928
06109,6109,23171
06111,4013,4676
06111,4021,4932
06111,6037,99988
06111,6059,9856
06111,6065,4676
06111,6071,9856
06111,6073,11688
06111,6075,4932
06111,6083,92593
06111,6111,405235
06111,18069,4928
06111,25025,4676
06111,32003,19712
06111,42067,4676
06113,6001,9864
06113,6061,16216
06113,6065,7392
06113,6067,27508
06113,6075,4928
06113,16017,4932
06113,32031,6165
06115,6007,9856
06115,6061,11688
06115,6067,12010
06115,32031,4932
08001,6037,4676
08001,6071,4928
08001,8001,329497
08001,8005,9864
08001,8013,23632
08001,8031,74905
08001,8051,4932
08001,8059,52460
08001,25025,8828
08001,31079,4928
08001,32003,4928
08001,35001,4932
08001,45063,4676
08001,48085,4676
08005,4007,3896
08005,4013,23380
08005,6065,4676
08005,6071,9604
08005,8001,43612
08005,8005,285339
08005,8013,9864
08005,8031,103485
