From_FIPS,To_FIPS,Count
01001,1003,3572
01001,1013,5358
01001,10010,22806
01001,10510,103894
01001,11010,30408
01001,13089,6335
01001,13285,5076
01001,29077,5064
01003,1003,1630546
01003,1017,3572
01003,1039,5076
01003,1097,5076
01003,10030,77287
01003,10510,5068
01003,10919,5068
01003,12033,7602
01003,22071,3572
01003,25025,3572
01003,36081,3572
01003,45033,5076
01003,48029,5064
01005,1031,5064
01007,1003,5064
01007,1073,20304
01007,1125,29947
01007,10919,5068
01007,22033,3572
01007,22051,5076
01009,1003,5064
01009,1073,25320
01009,1089,18753
01009,1095,173853
01009,13115,7602
01009,13117,5068
01009,13121,3572
01009,35043,5076
01009,37173,5064
01009,47187,10136
01013,1013,21432
01013,11190,5068
01015,1003,5064
01015,1029,3572
01015,1073,5064
01015,1089,24111
01015,1095,20304
01015,1117,5064
01015,10150,95025
01015,10719,5068
01015,11210,5068
01015,12005,5064
01015,13015,3572
01015,13031,5064
01015,13045,3572
01015,13055,3572
01015,13077,5064
01015,13089,5076
01015,13097,10128
01015,13285,5076
01015,60570,5068
01017,1017,10716
01017,1081,3572
01017,13145,5064
01017,13281,3572
01017,13285,187812
01019,1019,21432
01019,1089,11609
01019,1095,5076
01019,10719,17738
01019,13015,10152
01019,13055,13395
01019,13115,10136
01021,1089,5064
01021,1117,5064
01021,10010,5068
01021,10510,10136
01021,10919,5068
01021,22073,3572
01023,10919,15204
01023,11190,7602
01023,13097,5076
01025,1025,101520
01025,1131,10128
01025,10919,5068
01025,11190,5068
01025,12033,5068
01027,13097,5064
01029,1029,3572
01029,13015,5068
01029,13077,5064
01029,13097,30384
01029,33013,5064
01031,1031,96216
01031,1039,5076
01031,6059,5064
01031,10450,5068
01031,12011,5076
01031,13285,11421
01033,1003,5064
01033,1073,5064
01033,1077,21522
01033,1089,14288
01033,1103,10128
01033,10510,5068
01033,18039,5064
01033,28141,10136
01033,47155,5068
01035,10030,5068
01037,51159,5068
01039,1031,5064
01039,1039,81162
01039,10690,5068
01039,11010,5068
01039,13285,5076
01041,1101,3572
01041,11010,5068
01041,39159,3572
01043,1003,5064
01043,1043,93458
01043,1089,58045
01043,1095,453033
01043,1117,5064
01043,10719,15204
01043,13051,5068
01043,13295,5064
01043,47187,5064
01045,1031,11394
01045,1069,5076
01045,1095,5076
01045,1103,5064
01045,10450,25340
01045,10690,12670
01047,10919,5068
01047,13285,5076
01047,20031,5076
01049,1089,27683
01049,1095,20304
01049,1103,5064
01049,1125,5076
01049,10719,255934
01049,11010,5068
01049,12011,3572
01049,13055,35720
01049,13115,5068
01049,47115,5076
01051,1013,3572
01051,1051,3572
01051,1081,5358
01051,1089,3572
01051,10010,16471
01051,10510,48146
01051,10690,5068
01051,11010,25340
01051,12131,5064
01051,13067,5064
01051,13121,10128
01051,13285,5076
01051,45033,5076
01051,47031,3572
01053,1003,48108
01053,12005,5064
01055,1003,6330
01055,1043,5064
01055,1073,5064
01055,1089,23218
01055,1095,46953
01055,10150,5068
01055,10719,10136
01055,11190,15204
01055,12087,5076
01055,29105,5064
01057,1103,5064
01057,1107,3572
01057,1125,37576
01057,10919,5068
01059,1089,7144
01059,1103,5064
01059,10599,10136
01059,12005,5064
01059,19153,5076
01061,1031,21522
01061,10510,5068
01061,10690,5068
01063,1125,11406
01063,10919,68418
01063,11190,10136
01065,1125,17498
01065,10919,73486
01067,10690,15204
01069,10690,120365
01069,12001,5064
01069,12005,5064
01069,12131,7596
01069,13015,5076
01069,13087,5076
01069,36063,3572
01071,1003,5064
01071,1089,39292
01071,1095,5076
01071,6073,3572
01071,10719,1621760
01071,13033,3572
01071,17031,5064
01071,47115,17766
01073,1003,18990
01073,1013,3572
01073,1029,4465
01073,1073,873965
01073,1089,23218
01073,1095,5076
01073,1103,10128
01073,1115,3572
01073,1125,20030
01073,4013,5064
01073,6037,7596
01073,8037,3572
01073,10510,5068
01073,10690,5068
01073,10919,10136
01073,11010,7602
01073,11190,35476
01073,11270,6335
01073,12033,5068
01073,12073,3572
01073,12087,5076
01073,13015,5076
01073,13097,5064
01073,13117,5068
01073,13121,10132
01073,22071,5068
01073,37037,5068
01073,39003,5064
01073,45033,10152
01073,47037,12212
01073,47149,5068
01073,47155,5068
01073,48029,5064
01075,1013,3572
01075,1073,5076
01075,1107,3572
01075,1125,15216
01077,1003,5064
01077,1077,56970
01077,1089,38117
01077,1095,5076
01077,1103,5064
01077,5057,5064
01077,8059,5076
01077,10510,10136
01077,10719,25340
01077,13175,5076
01077,17031,5064
01077,47155,5068
01077,47187,5064
01079,1089,15181
01079,1103,12660
01079,10719,5068
01079,10890,5068
01079,12107,3572
01081,1003,5064
01081,1073,5064
01081,1081,19646
01081,1087,5064
01081,1095,5076
01081,5007,13395
01081,9011,5076
01081,10719,5068
01081,12005,5064
01081,12009,5064
01081,12099,3572
01081,13077,5064
01081,13121,5064
01081,13215,5064
01081,13285,83754
01081,15003,5068
01081,24027,5068
01081,47155,5068
01083,1077,11394
01083,1089,90510
01083,1095,10152
01083,1103,62034
01083,6041,5076
01083,10719,57015
01083,11010,5068
01083,11190,11403
01083,12005,5064
01083,12119,5064
01083,13285,6345
01083,20031,5076
01083,22071,5068
01083,28155,5076
01083,42017,5076
01083,45033,5076
01083,47157,3572
01087,1087,12660
01087,10510,5068
01089,1003,15192
01089,1073,25332
01089,1089,1623839
01089,1095,93906
01089,1103,45576
01089,10030,5068
01089,10719,339556
01089,10890,30408
01089,11190,7602
01089,12005,5064
01089,13015,3572
01089,13055,14288
01089,13077,5064
01089,13097,5064
01089,13121,5064
01089,15003,5076
01089,16065,3572
01089,19163,5076
01089,28049,4465
01089,29213,6330
01089,47103,5064
01089,47149,5068
01089,50310,5068
01091,1125,10152
01091,1131,5064
01091,10919,582820
01091,11190,6335
01093,1089,7144
01093,1125,5064
01093,10510,10136
01093,10719,5068
01093,10919,5068
01093,29101,3572
01093,47157,5068
01095,1003,12660
01095,1089,117594
01095,1095,1383210
01095,10719,210322
01095,11190,5068
01095,12005,5064
01095,12009,8883
01095,12081,5076
01095,13285,5076
01095,29183,5076
01095,47187,5068
01097,1003,85862
01097,1013,7144
01097,1025,5076
01097,1039,5064
01097,1073,5064
01097,1097,232119
01097,6085,3572
01097,10510,15204
01097,11190,5068
01097,12095,5068
01097,13121,8636
01097,13139,5068
01097,13285,5076
01097,17055,5068
01097,20031,5076
01097,22071,5068
01097,28049,5076
01097,35025,4465
01097,39173,5068
01097,45033,5076
01097,45091,5068
01097,48201,5068
01097,48367,3572
01097,60190,5068
01099,1003,13926
01101,1003,5064
01101,1087,5064
01101,1125,5064
01101,10510,31675
01101,10690,5068
01101,10919,20272
01101,11010,172312
01101,12099,5358
01101,12131,5064
01101,13121,10136
01101,22071,5068
01101,28035,5076
01101,47037,5068
01101,47155,5068
01103,1043,10128
01103,1089,107477
01103,1095,187812
01103,1103,210156
01103,10719,46879
01103,10890,5068
01103,13121,5064
01103,18097,3572
01103,26049,5076
01103,47055,5076
01105,1125,3572
01105,10919,78554
01105,11190,5068
01107,1107,23218
01107,1125,69869
01107,10919,5068
01107,11190,10136
01109,1073,5064
01109,10510,10136
01111,11210,5068
01111,13063,5064
01111,13077,10128
01111,13097,5064
01111,13285,19035
