From_FIPS,To_FIPS,Count
01097,12031,9624
01097,12073,6951
01097,12091,15606
01097,19155,8799
01097,28047,9648
01097,28059,38592
01097,29077,3972
01097,36029,4824
01097,37021,3972
01097,37067,3972
01097,47037,4824
01097,47065,11916
01097,47157,3972
01097,48439,4824
01099,1101,4824
01099,10030,4812
01099,29027,3972
01101,1001,5028
01101,1069,5028
01101,1091,6285
01101,1101,226281
01101,1115,4824
01101,1125,4824
01101,1131,3972
01101,10030,4812
01101,11170,4812
01101,12073,3972
01101,13089,5028
01101,37037,5028
01103,1003,5028
01103,1043,4824
01103,1071,38967
01103,1077,3972
01103,1095,4824
01103,1125,9648
01103,10030,4812
01103,10950,9624
01103,11030,52932
01103,12005,3972
01103,12091,4824
01103,12127,3972
01103,18167,4965
01103,28059,4824
01103,37173,5028
01103,47155,4812
01105,1047,9648
01105,1091,79191
01105,1125,6030
01105,11250,4812
01105,47037,3972
01107,1057,3972
01107,1115,4824
01107,1125,30150
01107,11250,4812
01109,1057,3972
01109,1101,5028
01109,10030,4812
01109,12101,5028
01111,1015,5028
01111,1115,4824
01111,47155,16854
01113,1113,26886
01113,1115,4824
01113,1125,4824
01113,10030,4812
01113,12057,4965
01113,12095,4812
01113,13145,11916
01113,13215,10827
01113,13285,6951
01113,37039,4824
01115,1015,36180
01115,1043,4824
01115,1051,10056
01115,1071,10056
01115,1073,13266
01115,1115,3250170
01115,1125,28944
01115,10030,9624
01115,10730,4812
01115,11150,9624
01115,11170,12030
01115,13117,4812
01115,13121,4812
01115,13277,4812
01115,18127,5028
01115,22089,3972
01115,47157,4824
01117,1013,4824
01117,1015,4824
01117,1043,4824
01117,1049,4824
01117,1051,15084
01117,1073,19296
01117,1081,4824
01117,1097,9648
01117,1115,274968
01117,1119,12570
01117,1125,148338
01117,10030,4812
01117,10730,19248
01117,11150,10827
01117,11170,352479
01117,11270,4812
01117,13115,5028
01117,13121,9852
01117,18095,4824
01117,22033,4824
01117,22071,7218
01117,23031,4824
01117,40050,6015
01117,47065,8796
01117,47155,4824
01119,1023,3972
01119,1091,27654
01119,1119,108102
01119,1125,4824
01119,11250,4812
01119,28059,4824
01119,47037,4812
01121,1015,36180
01121,1073,17238
01121,1081,4824
01121,1115,150750
01121,1121,59079
01121,1125,4824
01121,10030,6015
01121,10730,4812
01121,11170,39699
01121,47065,3972
01123,1125,14472
01123,10030,4812
01123,11170,9624
01123,13285,3972
01123,48439,4824
01125,1007,12060
01125,1057,5958
01125,1071,10056
01125,1073,13266
01125,1089,4824
01125,1091,16341
01125,1115,6030
01125,1119,64107
01125,1125,4340949
01125,1131,3972
01125,10030,44511
01125,10730,4812
01125,10950,4812
01125,11250,202104
01125,11270,4812
01125,12001,4824
01125,12005,3972
01125,12011,5028
01125,12073,8937
01125,13089,10056
01125,24005,5028
01125,47065,3972
01125,47155,9648
01125,48425,5028
01127,1043,14472
01127,1073,33768
01127,1115,4824
01127,1125,26532
01127,1127,46509
01127,10030,4812
01127,11270,215337
01127,37173,4812
01127,47065,3972
01129,1097,7944
01131,1051,5028
01131,1131,124125
01133,1115,4824
01133,1125,14472
01133,1127,10056
01133,10030,4812
01133,11030,4812
01133,11270,25263
01133,28149,3972
02020,2020,20112
02020,2122,15084
02020,4013,3972
02020,15009,4812
02020,18159,5028
02020,20200,32481
02020,36055,4812
02068,2068,8796
02090,2068,8796
02090,2090,36453
02090,18097,5028
02090,48201,4812
02110,21950,4812
02122,2122,183522
02122,2170,3972
02122,6089,4824
02122,21220,4812
02122,40019,4824
02122,41047,4824
02122,48347,4824
02150,16001,5028
02170,2020,5028
02170,2068,4824
02170,2122,33939
02170,2170,92349
02170,4013,3972
02170,21700,34887
02170,37019,5028
02170,41019,5028
02170,53067,4824
02185,18089,4812
02195,21950,34887
02240,2240,6030
02261,13089,5028
04001,4013,3972
04001,40050,15639
04001,40131,4812
04001,40179,4812
04003,4013,20853
04003,4019,24120
04003,6067,5028
04003,21093,4824
04005,4013,38508
04005,4015,5028
04005,4019,4824
04005,4025,8796
04005,6037,7236
04005,20031,4824
04005,26125,5028
04005,40050,274284
04005,47037,7218
04007,4007,15678
04007,4013,14895
04007,16019,3972
04007,40050,4812
04007,40131,6015
04009,4013,3972
04012,16019,3972
04013,1125,4824
04013,4001,5028
04013,4005,11916
04013,4013,5659923
04013,4015,43995
04013,4019,12768
04013,4025,43692
04013,4027,4824
04013,6001,19296
04013,6013,5028
04013,6025,4824
04013,6037,41472
04013,6059,3972
04013,6061,3972
04013,6065,9852
04013,6071,4824
04013,6073,9852
04013,6077,3972
04013,6085,3972
04013,8031,3972
04013,8035,4824
04013,8085,10056
04013,8113,4824
04013,9003,3972
04013,12087,4812
04013,13051,3972
04013,13075,4812
04013,15003,5028
04013,15009,16842
04013,16065,14472
04013,17031,9624
04013,17043,3972
04013,17111,9852
04013,17197,5028
04013,18035,9636
04013,18089,4812
04013,18097,5028
04013,20031,9648
04013,25025,8796
04013,27003,4812
04013,27057,3972
04013,32003,24474
04013,35001,9648
04013,35049,5028
04013,35061,4824
04013,36029,23268
04013,36047,4812
04013,36055,4812
04013,37019,5028
04013,39035,3972
04013,40027,4824
04013,40050,74586
04013,40130,161202
04013,40131,226164
04013,40133,153984
04013,40134,58947
04013,40136,90225
04013,40190,4812
04013,41051,4812
04013,41071,5028
04013,42069,4812
04013,44007,4824
04013,47037,14868
04013,48027,4812
04013,48277,3972
04013,48367,4812
04013,55079,4824
04013,56023,3972
04013,60250,4812
04013,60371,4812
04013,60670,4812
04013,60710,4812
04013,60730,4812
04013,80310,14436
04013,80930,14436
04013,81190,4812
04015,4013,3972
04015,4015,289074
04015,4019,4824
04015,20031,7236
04015,21093,5028
04015,32003,4824
04015,40130,9624
04015,40159,134736
04015,47187,10056
04015,49053,5028
04015,51087,6285
04015,60650,6015
04017,4025,3972
04017,28149,3972
04017,40050,19248
04017,40179,18045
04019,1101,5028
04019,4013,312858
04019,4015,15084
04019,4019,982794
04019,4025,6951
04019,5119,3972
04019,6037,3972
04019,6061,3972
04019,6085,3972
04019,8001,5028
04019,13153,4824
04019,18035,4812
04019,31055,5028
04019,32003,4824
04019,35015,4824
04019,37191,8442
04019,40050,4812
04019,40130,14436
04019,40131,4812
04019,40133,4812
04019,40190,274284
04019,60372,4812
04021,4013,422550
04021,4015,10056
04021,4019,3972
04021,4021,3972
04021,17031,3972
04021,27145,4965
04021,32003,4824
04021,37019,5028
04021,40130,4812
04021,40131,4812
04021,40133,9624
04021,40134,14436
04021,40190,13233
04023,4013,3972
04023,4019,4824
04025,4013,63678
04025,4025,154218
04025,6037,3972
04025,6111,5028
04025,8031,3972
04025,8069,3972
04025,8083,4824
04025,12031,4812
04025,19065,7236
04025,19155,5028
04025,40050,18045
04025,48453,5028
04027,4013,12972
04027,4027,81738
04027,6025,9648
04027,22003,3972
04027,32003,3972
04027,37147,3972
04027,40050,4812
04027,60250,4812
05001,5001,18090
05001,5031,5028
05001,5051,5028
05001,5119,57888
05001,50850,13233
05003,5079,5028
05003,5119,6030
05003,5139,11313
05003,22073,4824
05005,1115,4824
05005,5119,14472
05005,8113,4824
05005,48201,3972
05005,48397,3972
05007,1115,4824
05007,5007,989259
05007,5119,22062
05007,5143,156780
05007,6037,6030
05007,8041,4824
05007,29189,4812
05007,40001,41706
05007,48113,5028
05007,48201,4824
05007,50450,19248
05007,50719,4812
05007,50850,4812
05007,51159,9624
05007,51430,68571
05009,5007,5028
05009,5113,5028
05009,29077,3972
05009,49007,8421
05011,5051,4824
05011,5119,19296
05011,51190,4812
05013,5051,4824
05013,5119,9648
05015,5007,10056
05015,5143,13266
05017,5031,5028
05017,5119,9648
05017,22033,4824
05017,50170,16842
05019,5051,43332
05019,5119,20706
05019,22119,3972
05019,48397,3972
05019,50450,10827
05019,51190,9624
05019,51250,7218
05021,5031,7944
05021,28033,8799
05021,29023,9648
05023,5037,10056
05023,5119,83922
05023,5141,14472
05023,5145,14028
05023,50450,18045
05023,50850,4812
05025,5051,4824
05025,5069,6285
05025,5119,22914
05027,5051,9852
05027,5119,4824
05027,22111,9624
05027,22119,71496
05027,48203,3972
05027,48439,5028
05029,5119,32490
05029,5143,4824
05029,50450,16842
05029,50850,4812
05029,51159,4812
05031,5001,4824
05031,5031,568170
05031,5037,10056
05031,5111,5028
05031,5119,45828
05031,5141,4824
05031,5143,4824
05031,22071,4812
05031,29023,4824
05031,40019,4824
05031,47141,3972
05031,47157,4812
05031,50450,4812
05031,51250,4812
05033,5007,10056
05033,5033,21369
05033,5051,4824
05033,5115,5028
05033,5143,4824
05033,20031,4824
05033,40001,18867
05033,50450,6015
05033,50850,4812
05033,51190,4812
05033,51310,36090
05033,51430,4812
05035,1115,4824
05035,5031,3972
05035,5037,15084
05035,28033,5028
05035,47157,25665
05037,5031,17796
05037,5037,216204
05037,5119,9648
05037,28007,4824
05037,50379,28872
05037,50850,6015
05039,5051,4824
05039,5119,8442
05039,50510,4812
05041,5069,5028
05041,5119,21708
05041,51190,4812
05043,5119,38898
05045,1003,5028
05045,4005,4965
05045,5045,15678
05045,5051,14880
05045,5085,13620
05045,5113,5028
05045,5115,10056
05045,5119,532749
05045,5141,12060
05045,10030,4812
05045,13075,4812
05045,18081,4812
05045,29143,3972
05045,47187,6285
05045,48309,7236
05045,50450,441501
05045,50850,14436
05045,51190,68571
05045,51250,4812
05047,5007,5028
05047,5071,5028
05047,5115,5028
05047,5143,4824
05047,40001,12909
05047,40013,5028
05047,40143,4812
05047,50450,4812
05047,50719,28872
05049,5119,10854
05049,18003,3972
05049,18169,3972
05051,4001,5028
05051,5051,629625
05051,5085,8796
05051,5119,65478
05051,18127,5028
05051,21067,3972
05051,39047,4812
05051,47141,4812
05051,47157,4812
05051,48201,4824
05051,48397,7236
05051,50450,4812
05051,50510,19248
05051,51190,4812
05051,51250,147969
05051,80930,4812
05053,5031,9852
05053,5051,24120
05053,5119,54270
05053,51190,12030
05053,51250,4812
05055,5031,51219
05055,5111,5028
05055,5119,14472
05055,6053,5028
05055,22119,4965
05055,50450,12030
05057,5051,14676
05057,40001,3972
05057,50574,89022
05059,5051,171696
05059,5119,24120
05059,5141,4824
05059,51190,9624
05059,51250,14436
05061,5051,5028
05061,5119,4824
05061,5143,4824
05063,5031,17394
05063,5119,116982
05063,5145,5028
05063,22093,4812
05063,51190,4812
05065,5119,9648
05067,5031,52140
05067,5037,11313
05067,5119,19296
05067,5145,4824
05067,51190,6015
05067,51474,4812
05069,5001,6030
05069,5051,4824
05069,5069,50280
05069,5119,200904
05069,47037,4812
05069,50850,4812
05069,51190,14436
05071,5071,15084
05071,5115,10056
05071,5119,5028
05071,5143,4824
05071,29027,3972
05071,50450,4812
05071,50719,339246
05071,51159,25263
05073,5051,4824
05073,22119,46671
05075,5031,30768
05075,5119,14472
05075,50450,9624
05075,51474,9624
05077,5119,9648
05077,5145,3972
05079,5001,4824
05079,5069,5028
05079,5079,15084
05079,5119,32562
05081,5051,4824
05081,40001,3972
05083,5115,11313
05083,5119,9648
05083,29037,3972
05083,50719,22857
05083,51159,14436
05085,5007,6285
05085,5031,5028
05085,5085,405615
05085,5119,1130430
05085,5141,4824
05085,5143,4824
05085,5145,3972
05085,18039,3972
05085,20045,3972
05085,50450,4812
05085,50850,589470
05085,51159,4812
05085,51190,74586
05085,51250,14436
05087,5007,10056
05087,5051,4824
05087,5143,82008
05087,48309,4824
05087,51430,4812
05087,80930,4812
05089,5089,6285
05089,5119,4824
05089,40001,3972
05089,50450,4812
05091,5051,10056
05091,5119,4824
05091,22017,9624
05091,48037,9648
05091,48067,9648
05091,48453,5028
05091,50450,4812
05093,5031,9000
05093,5051,4824
05093,5111,5028
05093,5119,7236
05093,5145,3972
05093,22105,4812
05093,47157,4824
05093,48493,3972
05095,5051,5028
05095,5119,37386
05095,50850,9624
05097,5051,26889
05097,5113,6285
05097,5119,4824
05097,5141,4824
05099,5051,4824
05099,48037,4824
05099,50574,18045
05101,5007,5028
05103,5119,21708
05103,37081,3972
05103,48397,3972
05103,51190,4812
05105,5119,17088
05105,50450,4812
05105,51159,10827
05105,51190,4812
05105,51250,4812
05107,5119,4824
05107,47157,5028
05107,50850,4812
05107,51250,4812
05109,5051,19296
05109,51190,4812
05111,5031,57957
05111,5037,5028
05111,5111,56565
05111,5119,4824
05111,20031,4824
05111,50850,4812
05113,5051,14880
05113,5113,217461
05113,5119,4824
05113,20045,3972
05115,5007,5028
05115,5031,5028
05115,5115,126957
05115,5119,62712
05115,5143,4824
05115,48201,4824
05115,50450,26466
05115,50719,33684
05115,50850,14436
05115,51159,330825
05115,51190,16842
05117,5001,4824
05117,5085,7944
05117,5117,7944
05117,5119,59448
05117,50850,61353
05117,51190,4812
05119,1125,4824
05119,5007,5028
05119,5031,10056
05119,5051,34176
05119,5085,64836
05119,5115,5028
05119,5119,3516516
05119,5143,14472
05119,5145,3972
05119,10030,4812
05119,12091,4824
05119,20209,7218
05119,21093,4824
05119,21209,4824
05119,22109,3972
05119,29047,3972
05119,32003,4824
05119,37183,6030
05119,40050,4812
05119,41065,4824
05119,45051,4824
05119,47037,14460
05119,47157,4824
05119,47187,5028
05119,48027,4812
05119,50450,64962
05119,50510,9624
05119,50850,46917
05119,51159,4812
05119,51190,505260
05119,51250,28872
05119,51840,6285
05119,55055,3972
05121,5031,9000
05121,5119,9648
05121,12033,3972
05121,50850,4812
05123,5037,23883
05123,5119,15678
05123,50850,14436
05123,51474,4812
05125,1101,6285
05125,5031,5028
05125,5051,134751
05125,5115,10056
05125,5119,353790
05125,47157,4812
05125,50450,4812
05125,50510,4812
05125,51190,61353
05125,51250,161202
05127,5051,4824
05127,5115,8799
05131,5033,15084
05131,5051,14676
05131,5071,5028
05131,5115,5028
05131,5119,9648
05131,5143,6030
05131,20177,4812
05131,35015,4824
05131,40001,11916
05131,50450,4812
05131,50719,9624
05131,51310,304359
05133,5051,9648
05133,5113,5028
05133,48223,4824
05135,5031,3972
05135,5119,6030
05135,51190,4812
05137,5119,14472
05137,5141,4824
05139,5051,4824
05139,5119,28944
05139,5139,55308
05139,22105,4812
05139,22119,7944
05141,5037,5028
05141,5051,4824
05141,5119,19296
05141,5141,129042
05141,16065,4824
05141,17063,5028
05141,47187,5028
05141,50450,9624
05141,50510,4812
05143,5007,177237
05143,5031,4824
05143,5033,5028
05143,5113,5028
05143,5119,19500
05143,5143,819282
05143,40001,66531
05143,40021,4812
05143,40027,4824
05143,40109,5028
05143,48439,4824
05143,50450,19248
05143,50719,4812
05143,51430,70977
05143,80930,4812
05145,1125,4824
05145,5031,10056
05145,5037,10056
05145,5051,14472
05145,5085,43839
05145,5119,454866
05145,5141,9648
05145,5145,105822
05145,17055,5028
05145,21173,4812
05145,22105,4812
05145,47037,7218
05145,47157,5028
05145,50450,4812
05145,50510,4812
05145,50850,36090
05145,51190,21654
05145,51450,4812
05145,51474,4812
05147,5031,10056
05147,5037,5028
05147,5119,16884
05147,51474,10827
05149,5115,16341
05149,5119,9852
05149,45019,4812
05149,50450,9624
05149,51159,49323
05149,51250,4812
06001,6001,3206073
06001,6013,62436
06001,6017,4824
06001,6037,13620
06001,6053,5028
06001,6061,23676
06001,6067,9852
06001,6075,14028
06001,6077,7944
06001,6081,5028
06001,6085,169158
06001,6095,5028
06001,6099,11916
06001,8117,5028
06001,15007,10056
06001,17063,5028
06001,24031,4824
06001,32031,10056
06001,40050,9624
06001,41049,5028
06001,41065,4824
06001,47037,4812
06001,53005,5028
06001,53053,4824
06001,60014,215337
06001,60133,4812
06001,60855,86616
06001,61110,4812
06005,6061,3972
06005,6067,9852
06005,60050,28872
06007,4005,3972
06007,6001,24474
06007,6013,10056
06007,6021,11916
06007,6041,4824
06007,6061,3972
06007,6067,29112
06007,6085,11916
06007,16053,4824
06007,32003,4824
06007,51250,4812
06007,60590,4812
06009,4013,3972
06009,6099,4824
06009,32003,4824
06009,60050,4812
06011,6113,7944
06011,80310,4812
06013,1125,4824
06013,6001,770613
06013,6013,1928499
06013,6037,25326
06013,6061,10056
06013,6065,4824
06013,6067,29964
06013,6075,12768
06013,6077,3972
06013,6079,5028
06013,6085,71418
06013,6089,4824
06013,6095,14880
06013,6099,3972
06013,12081,4824
06013,15003,5028
06013,15009,4812
06013,27053,5028
06013,31055,5028
06013,41019,15084
06013,53017,4824
06013,53033,4812
06013,60014,48120
06013,60133,150375
06013,60375,4812
06013,60855,9624
06013,60971,4812
06013,80010,4812
06017,6001,30150
06017,6017,121059
06017,6061,37782
06017,6067,39168
06017,6085,7944
06017,32031,3972
06017,48277,3972
06017,60170,4812
06019,6001,14472
06019,6019,543558
06019,6037,64476
06019,6039,5028
06019,6059,11313
06019,6061,7944
06019,6067,8796
06019,6085,3972
06019,6099,15888
06019,6107,3972
06019,17031,4812
06019,20031,4824
06019,36029,4824
06019,41019,5028
06019,41051,4812
06019,48439,4824
06019,49041,4824
06019,60014,4812
06019,60190,275487
06019,60250,4812
06019,60290,6015
06019,60530,4812
06021,4005,3972
06021,6021,29790
06021,41019,10056
06023,6001,4824
06023,6067,5028
06023,6093,4824
06023,6113,3972
06023,32031,8799
06023,53005,10056
06023,60230,14436
06023,60855,4812
06025,4013,3972
06025,6001,4824
06025,6025,60981
06025,60250,445110
06027,6027,65124
06027,32031,5028
06029,1119,5028
06029,1125,4824
06029,6001,15678
06029,6013,5028
06029,6027,9648
06029,6029,324351
06029,6037,276900
06029,6067,5028
06029,6079,5028
06029,16053,4824
06029,18081,4812
06029,20031,14472
06029,32003,3972
06029,40050,4812
06029,41051,4812
06029,47187,10056
06029,48029,3972
06029,48277,3972
06029,51190,4812
06029,60290,169623
06029,60710,10827
06029,60790,9624
06029,80930,7218
06031,6019,5028
06031,6031,5028
06031,6037,4824
06031,6085,3972
06031,12089,4812
06031,60190,9624
06031,61070,9624
06033,6067,15084
06033,19155,5028
06033,41019,5028
06033,60330,19248
06033,60855,4812
06035,29027,3972
06037,1125,4824
06037,4001,5028
06037,4005,3972
06037,4013,23832
06037,4015,15084
06037,5143,4824
06037,6001,210456
06037,6037,6929283
06037,6039,5028
06037,6051,5028
06037,6059,138678
06037,6061,13824
06037,6065,19500
06037,6071,118830
06037,6073,14676
06037,6083,23832
06037,6085,37734
06037,6099,3972
06037,6111,5028
06037,8031,11916
06037,8069,3972
06037,8083,4824
06037,8085,5028
06037,11001,10056
06037,12095,8421
06037,13051,9624
06037,13121,4824
06037,15003,4824
06037,16027,3972
06037,17031,14652
06037,18127,4812
06037,19103,5028
06037,20031,15678
06037,22089,3972
06037,25025,3972
06037,28149,3972
06037,29189,3972
06037,32003,47772
06037,34001,4824
06037,36047,3972
06037,36061,4824
06037,36067,3972
06037,36083,4824
06037,36087,3972
06037,39093,4812
06037,40050,9624
06037,41019,20112
06037,41051,4812
06037,47187,10056
06037,48029,3972
06037,48113,4812
06037,48201,9636
06037,48491,3972
06037,53033,14436
06037,53067,9648
06037,55025,10056
06037,60250,4812
06037,60290,4812
06037,60371,38496
06037,60372,217743
06037,60373,14436
06037,60374,275487
06037,60375,153984
06037,60376,19248
06037,60377,89022
06037,60378,60150
06037,60590,14436
06037,60650,4812
06037,60710,33684
06037,60730,4812
06037,60971,4812
06037,61110,16842
06039,6019,15084
06039,6037,4824
06039,6039,17598
06039,6051,5028
06039,6085,3972
06039,6099,3972
06039,32003,4824
06039,60190,9624
06041,6001,92862
06041,6013,5028
06041,6041,86046
06041,6085,8937
06041,6089,4824
06041,12099,4824
06041,47037,4812
06041,55073,5028
06041,60411,9624
06041,60855,4812
06043,6099,3972
06045,6001,4824
06045,6017,4824
06045,32031,5028
06045,60330,8421
06047,6001,24120
06047,6037,14472
06047,6047,35841
06047,6053,3972
06047,6061,3972
06047,6067,15084
06047,6077,7944
06047,6079,5028
06047,6085,11979
06047,6099,31776
06047,60470,56541
06047,60855,16842
06049,6089,4824
06049,60490,55338
06051,6027,14472
06051,6051,18855
06051,32031,4812
06053,4013,5028
06053,6001,14472
06053,6053,202728
06053,6067,10056
06053,6069,3972
06053,6075,4824
06053,6085,33825
06053,15007,5028
06053,17081,4824
06053,21151,4965
06053,48029,3972
06053,60530,74586
06053,60730,4812
06053,60855,14436
